Group,Species,Individual,proboscisLength,bodyLength,proboscisBodyRatio,wingLength,wingArea,aspectRatio,lightness,contrast,OBS,,,
Erebidae: Arctiinae,Melese_cf_incertus_1044,EcEs-Lep-00241,6.87,11.01,0.62,12.15,88.64,1.67,167,62,,,,
Erebidae: Arctiinae,Melese_nr_intensa_948,EcEs-Lep-00112,12.58,16.66,0.76,23.39,258.45,2.12,92,70,,,,
Erebidae: Arctiinae,Melese_nr_intensa_948,EcEs-Lep-00198,11.49,17.92,0.64,20.39,204.56,2.03,94,90,,,,
Erebidae: Arctiinae,Melese_nr_intensa_948,EcEs-Lep-00235,9.6,16.64,0.58,20.57,201.31,2.1,92,88,,,,
Erebidae: Arctiinae,Melese_nr_intensa_948,EcEs-Lep-03377,NA,15.38,NA,17.26,148.77,2,120,59,,,,
Erebidae: Arctiinae,Melese_nr_laodamia_947,EcEs-Lep-00146,7.83,14.49,0.54,16.23,133.18,1.98,150,76,,,,
Erebidae: Arctiinae,Melese_nr_laodamia_947,EcEs-Lep-00208,8.03,14.62,0.55,15.84,120.6,2.08,182,73,,,,
Erebidae: Arctiinae,Melese_sp_1023,EcEs-Lep-00504,8.17,12.36,0.66,13.12,103.51,1.66,100,58,,,,
Erebidae: Arctiinae,Melese_sp_946,EcEs-Lep-00287,8.17,11.77,0.69,11.87,92.33,1.53,108,96,,,,
Erebidae: Arctiinae,Melese_sp_949,EcEs-Lep-00802,NA,13.18,NA,15.66,120.81,2.03,118,35,,,,
Erebidae: Arctiinae,Munona_sp_934,EcEs-Lep-00884,7.42,14.18,0.52,23.53,260.15,2.13,186,45,,,,
Erebidae: Arctiinae,Napata_leucotelus_847,EcEs-Lep-00565,NA,8.69,NA,11.01,50.55,2.4,62,46,,,,
Erebidae: Arctiinae,Napata_leucotelus_847,EcEs-Lep-05260,NA,13.73,NA,16.95,123.6,2.33,86,40,,,,
Erebidae: Arctiinae,"NN_""pink_Elysius""_11012",U_11012,25.39,28.22,0.9,39.03,NA,NA,NA,NA,"beetle mimic, aposematic",,,
Sphingidae,"NN_""small_Oryba""_10245",U_10245,NA,57.93,NA,48.38,NA,NA,NA,NA,Aposematic. Proboscis lost,,,
Sphingidae,"NN_""small_Oryba""_10245",U_1394,48.9,NA,NA,NA,NA,NA,NA,NA,Aposematic,,,
Sphingidae,"NN_""small_Oryba""_10245",U_1395,46.77,NA,NA,NA,NA,NA,NA,NA,Aposematic,,,
Sphingidae,"NN_""small_Oryba""_10245",U_4137,30.9,NA,NA,NA,NA,NA,NA,NA,Aposematic,,,
Sphingidae,"NN_""small_Oryba""_10245",U_8599,42.84,52.66,0.81,55.54,NA,NA,NA,NA,Aposematic,,,
Sphingidae,"NN_""small_Oryba""_10245",U_S754,46,NA,NA,NA,NA,NA,NA,NA,Aposematic,,,
Sphingidae,NN_131,EcEs-Lep-01128,53.98,49.69,1.09,56.07,1213.53,2.59,66,41,,,,
Erebidae: Arctiinae,NN_1334,EcEs-Lep-01149,NA,4.51,NA,5.05,17.42,1.47,164,48,,,,
Erebidae: Arctiinae,NN_1334,EcEs-Lep-11951,NA,3.75,NA,6.99,24.73,1.97,146,49,,,,
Erebidae: Arctiinae,NN_1345,EcEs-Lep-01152,NA,7.73,NA,10.63,58.91,1.92,85,37,,,,
Sphingidae,NN_135,EcEs-Lep-01591,43,42.58,1.01,42.54,755.97,2.39,71,52,PL: measurement from 1 of Ugo's individuals (U_4230),,,
Erebidae: Arctiinae,NN_1379,EcEs-Lep-01597,NA,10.22,NA,13.06,91.9,1.86,66,31,,,,
Erebidae: Arctiinae,NN_845,EcEs-Lep-00511,NA,11.09,NA,13.78,91.45,2.07,58,38,,,,
Erebidae: Arctiinae,NN_845,EcEs-Lep-08362,NA,11.25,NA,13.37,87.43,2.04,66,35,,,,
Erebidae: Arctiinae,NN_846,EcEs-Lep-00123,7.6,14.21,0.53,17.21,110.09,2.69,39,22,,,,
Erebidae: Arctiinae,NN_846,EcEs-Lep-00320,8.27,12.02,0.69,15.57,89.89,2.7,46,24,,,,
Erebidae: Arctiinae,NN_846,EcEs-Lep-00327,7.7,14.1,0.55,16.52,105.54,2.59,40,24,,,,
Erebidae: Arctiinae,NN_851,EcEs-Lep-00844,NA,10.64,NA,13.91,78.21,2.48,60,35,,,,
Erebidae: Arctiinae,NN_896,EcEs-Lep-00883,1.84,NA,NA,NA,NA,NA,NA,NA,,,,
Sphingidae,NN_Manduca_nr_florestan_9579,U_9579,52.56,41.68,1.26,44.44,NA,NA,NA,NA,cryptic,,,
Sphingidae,NN_Manduca_nr_florestan_9579,U_9580,78.73,49.64,1.59,47.32,NA,NA,NA,NA,cryptic,,,
Sphingidae,"NN_Xylophanes_""strange_patterns""_10931",U_10931,45.45,53.11,0.86,48.63,NA,NA,NA,NA,cryptic,,,
Sphingidae,"NN_Xylophanes_""strange_patterns""_10931",U_10932,43.01,51.35,0.84,46.67,NA,NA,NA,NA,cryptic,,,
Sphingidae,NN_Xylophanes_957,U_0957,37.49,45.07,0.83,39.25,NA,NA,NA,NA,cryptic,,,
Sphingidae,"NN_Zurcheri_""small""_1078",U_1078,39.13,50.19,0.78,38.85,NA,NA,NA,NA,cryptic,,,
Erebidae: Arctiinae,Ochrodota_pronapioides_951,EcEs-Lep-00192,4.56,10.39,0.44,14.68,129.97,1.66,161,48,,,,
Erebidae: Arctiinae,Ochrodota_pronapioides_951,EcEs-Lep-00512,NA,8.49,NA,12.13,92.84,1.58,166,39,,,,
Erebidae: Arctiinae,Ochrodota_sp_1077,EcEs-Lep-00502,4.56,14.02,0.33,16.16,156.7,1.67,146,58,PL: proxy from 192,,,
Erebidae: Arctiinae,Odozana_cf_inconspicua_1322,EcEs-Lep-00460,3.42,7.89,0.43,7.95,33.08,1.91,90,50,,,,
Erebidae: Arctiinae,Odozana_cf_inconspicua_1322,EcEs-Lep-11938,NA,6.4,NA,7.61,33.5,1.73,103,38,,,,
Erebidae: Arctiinae,Odozana_sp_879,EcEs-Lep-00528,3.42,6.32,0.54,8.37,36.7,1.91,88,45,PL: proxy from inconspicua (0460),,,
Erebidae: Arctiinae,Odozana_sp_879,EcEs-Lep-00554,3.42,8.97,0.38,9.35,48.57,1.8,70,36,,,,
Erebidae: Arctiinae,Ormetica_nr_contraria_1030,EcEs-Lep-01157,10.23,12.42,0.82,13.77,86.12,2.2,126,33,PL: average from all measured Ormeticas,,,
Erebidae: Arctiinae,Ormetica_nr_contraria_1030,EcEs-Lep-07905,10.23,15.78,0.65,17.08,129.88,2.25,158,54,PL: average from all measured Ormeticas,,,
Erebidae: Arctiinae,Ormetica_sp_993,EcEs-Lep-00310,9.59,16.23,0.59,17.58,131.87,2.34,70,72,,,,
Erebidae: Arctiinae,Ormetica_sp_993,EcEs-Lep-00433,10.63,18.16,0.59,18.52,137.13,2.5,52,63,,,,
Erebidae: Arctiinae,Ormetica_sypilus_2013,EcEs-Lep-00205,9.68,15.91,0.61,16.32,149.68,1.78,90,50,,,,
Erebidae: Arctiinae,Ormetica_sypilus_2013,EcEs-Lep-00280,10.05,16.16,0.62,17.14,132.72,2.21,88,52,,,,
Erebidae: Arctiinae,Ormetica_sypilus_2013,EcEs-Lep-01169,NA,14.45,NA,15.72,105.44,2.34,111,52,,,,
Erebidae: Arctiinae,Ormetica_sypilus_2013,EcEs-Lep-01286,11.19,16.42,0.68,18.49,148.93,2.3,88,78,,,,
Erebidae: Arctiinae,Ormetica_sypilus_2013,EcEs-Lep-01906,NA,16.96,NA,19.08,147.11,2.48,63,25,,,,
Sphingidae,Oryba_kadeni_127,EcEs-Lep-01457,NA,43.36,NA,52.78,1221.52,2.28,50,21,,,,
Sphingidae,Oryba_kadeni_127,U_9888,28.66,56.34,0.51,50.52,NA,NA,NA,NA,Aposematic,,,
Erebidae: Arctiinae,Pachydota_sp_1411,EcEs-Lep-03824,NA,21.78,NA,28.08,300.54,2.62,84,59,,,,
Erebidae: Arctiinae,Pachydota_sp_nr_952,EcEs-Lep-00804,NA,19.01,NA,24.1,257.83,2.25,94,58,,,,
Sphingidae,Pachylia_darceta_113,EcEs-Lep-00268,28.69,45.17,0.64,43.08,777.94,2.39,83,26,,,,
Sphingidae,Pachylia_darceta_113,EcEs-Lep-00271,39.64,52.58,0.75,58.71,1277.45,2.7,68,23,,,,
Erebidae: Arctiinae,Parathyris_cedonulli_954,EcEs-Lep-00111,5.69,21.24,0.27,31.49,455.99,2.18,103,67,,,,
Erebidae: Arctiinae,Parathyris_cedonulli_954,EcEs-Lep-08322,NA,20.61,NA,21.93,229,2.1,116,66,,,,
Erebidae: Arctiinae,Pareuchaetes_insulata_955,EcEs-Lep-00348,5.71,12.32,0.46,11.95,90.98,1.57,192,42,,,,
Erebidae: Arctiinae,Pareuchaetes_insulata_955,EcEs-Lep-08212,NA,12.98,NA,13.61,101.29,1.83,170,46,,,,
Erebidae: Arctiinae,Pelochyta_amyeaderae_1067,EcEs-Lep-00004,16.47,17.02,0.97,21.71,248.28,1.9,102,40,,,,
Erebidae: Arctiinae,Pelochyta_amyeaderae_1067,EcEs-Lep-00119,9.64,19.85,0.49,24.63,295.57,2.05,126,51,,,,
Erebidae: Arctiinae,Pelochyta_amyeaderae_1067,EcEs-Lep-00873,17.59,NA,NA,NA,NA,NA,NA,NA,,,,
Erebidae: Arctiinae,Pelochyta_amyeaderae_1067,EcEs-Lep-00879,9.67,NA,NA,NA,NA,NA,NA,NA,,,,
Erebidae: Arctiinae,Pelochyta_sp_1350,EcEs-Lep-01159,13.34,12.91,1.03,14.75,118.23,1.84,116,46,PL: average from all Pelochytas,,,
Erebidae: Arctiinae,Pelochyta_sp_1350,EcEs-Lep-03832,13.34,15.18,0.88,16.76,156.36,1.8,150,50,PL: average from all Pelochytas,,,
Erebidae: Arctiinae,Pelochyta_sp_1358,EcEs-Lep-01180,13.34,16.34,0.82,21.4,228.12,2.01,105,29,PL: average from all Pelochytas,,,
Erebidae: Arctiinae,Pelochyta_sp_1358,EcEs-Lep-03838,13.34,14.41,0.93,22.36,232.01,2.15,116,30,PL: average from all Pelochytas,,,
Erebidae: Arctiinae,Phaemolis_(cf)_cf_curvena_1360,EcEs-Lep-01179,11.59,16.53,0.7,20.57,213.04,1.99,106,38,PL: proxy from polystria (0261),,,
Erebidae: Arctiinae,Phaemolis_(cf)_cf_curvena_1360,EcEs-Lep-08295,11.59,18.69,0.62,20.91,200.01,2.19,107,38,PL: proxy from polystria (0261),,,
Erebidae: Arctiinae,Phaeomolis_nr_polystria_956,EcEs-Lep-00261,11.59,17.25,0.67,19.78,167.21,2.34,119,54,,,,
Erebidae: Arctiinae,Pheia_nr_albisigna_834,EcEs-Lep-00197,8.67,14.46,0.6,14.48,61.65,3.4,103,129,,,,
Erebidae: Arctiinae,Pheia_nr_albisigna_834,EcEs-Lep-00227,8.16,13.73,0.59,13.5,54.38,3.35,85,138,,,,
Erebidae: Arctiinae,Phoenicoprocta_(cf)_sp_1381,EcEs-Lep-04550,NA,14.85,NA,13.38,56.2,3.18,90,128,,,,
Erebidae: Arctiinae,Poecilosoma_sp_785,EcEs-Lep-00011,11.49,14.38,0.8,16.56,102.63,2.67,94,135,,,,
Erebidae: Arctiinae,Poecilosoma_sp_785,EcEs-Lep-00210,11.24,13.34,0.84,16.33,93.98,2.84,96,148,,,,
Erebidae: Arctiinae,Poecilosoma_sp_785,EcEs-Lep-05150,10.09,15.06,0.67,18.89,114.07,3.13,86,137,,,,
Erebidae: Arctiinae,Poecilosoma_sp_785,EcEs-Lep-08518,NA,12.93,NA,15.99,93.27,2.74,92,133,,,,
Erebidae: Arctiinae,Poliopastea_sp_835,EcEs-Lep-00322,7.44,12.4,0.6,15.31,82.87,2.83,48,30,,,,
Erebidae: Arctiinae,Poliopastea_sp_836,EcEs-Lep-00832,NA,12.63,NA,14.91,80.29,2.77,49,20,,,,
Erebidae: Arctiinae,Prepiella_pexicera_1326,EcEs-Lep-00060,NA,4.33,NA,6.54,25.82,1.66,139,30,,,,
Erebidae: Arctiinae,Prepiella_pexicera_1326,EcEs-Lep-00463,2.22,5.17,0.43,6.05,20.14,1.82,140,32,,,,
Erebidae: Arctiinae,Prepiella_pexicera_1326,EcEs-Lep-00590,2.89,4.89,0.59,5.98,19.03,1.88,149,31,,,,
Erebidae: Arctiinae,Prepiella_pexicera_1326,EcEs-Lep-00657,2.99,5.34,0.56,6.48,25.23,1.67,156,28,,,,
Erebidae: Arctiinae,Prosopidia_sp_1216,EcEs-Lep-00420,8.5,15.17,0.56,18.32,146.4,2.29,52,35,,,,
Sphingidae,Protambulux_eurycles_115,EcEs-Lep-00269,34,50.81,0.67,57.08,1030.36,3.16,129,60,,,,
Sphingidae,Protambulyx_sp_116,EcEs-Lep-01458,34,36.75,0.93,41.8,552.48,3.16,96,52,PL: Proxy from eurycles (0269),,,
Erebidae: Arctiinae,Pryteria_colombiana_958,EcEs-Lep-00801,NA,15.84,NA,16.59,113.72,2.42,88,80,,,,
Erebidae: Arctiinae,Pseudalyctia_sp_844,EcEs-Lep-00509,NA,11.67,NA,14.66,88.36,2.43,60,56,,,,
Erebidae: Arctiinae,Pseudalyctia_sp_844,EcEs-Lep-03981,NA,12.11,NA,14.26,84.78,2.4,57,47,,,,
Erebidae: Arctiinae,Pseudepimolis_sp_959,EcEs-Lep-00016,4.57,13.78,0.33,13.54,105.12,1.74,154,81,,,,
Erebidae: Arctiinae,Pseudepimolis_sp_959,EcEs-Lep-00213,4.57,13.63,0.34,13.2,103.33,1.69,159,84,,,,
Erebidae: Arctiinae,Pseudepimolis_sp_959,EcEs-Lep-00794,NA,11.87,NA,15.16,131.79,1.74,107,44,,,,
Erebidae: Arctiinae,Pseudepimolis_sp_959,EcEs-Lep-01170,NA,14.11,NA,17.55,161.32,1.91,132,44,,,,
Erebidae: Arctiinae,Pseudepimolis_sp_959,EcEs-Lep-04326,NA,13.67,NA,18.06,185.12,1.76,134,43,,,,
Erebidae: Arctiinae,Pseudepimolis_sp_959,EcEs-Lep-04373,NA,13.91,NA,17.75,180.12,1.75,146,48,,,,
Erebidae: Arctiinae,Pseudepimolis_sp_959,EcEs-Lep-07888,NA,14.99,NA,14.52,114.46,1.84,148,76,,,,
Erebidae: Arctiinae,Pseudepimolis_sp_960,EcEs-Lep-00215,4.2,11.85,0.35,16.72,155.72,1.79,129,69,,,,
Erebidae: Arctiinae,Pseudepimolis_sp_960,EcEs-Lep-00803,NA,13.55,NA,14.21,109.89,1.84,149,100,,,,
Erebidae: Arctiinae,Pseudepimolis_sp_960,EcEs-Lep-04329,NA,11.53,NA,5.91,16.78,2.08,112,32,,,,
Erebidae: Arctiinae,Pseudophaloe_tellinoides_906,EcEs-Lep-00840,NA,19.01,NA,29.35,530.74,1.62,42,63,,,,
Erebidae: Arctiinae,Pseudophaloe_tellinoides_906,EcEs-Lep-01183,NA,19.45,NA,23.14,341.94,1.57,42,24,,,,
Erebidae: Arctiinae,Pseudosphenoptera_nr_cocho_838,EcEs-Lep-00318,8.81,12.61,0.7,15.75,73.94,3.35,55,131,,,,
Erebidae: Arctiinae,Psilopleura_haematica_1113,EcEs-Lep-00242,5.61,8.63,0.65,11.93,58.06,2.45,91,114,,,,
Erebidae: Arctiinae,Psilopleura_haematica_1113,EcEs-Lep-00824,NA,10.23,NA,14.32,80.27,2.55,68,103,,,,
Erebidae: Arctiinae,Psilopleura_haematica_1113,EcEs-Lep-04143,NA,9.19,NA,12.71,68.94,2.34,60,102,,,,
Erebidae: Arctiinae,Psoloptera_thoracica_1228,EcEs-Lep-01165,NA,9.48,NA,15.28,80.5,2.9,58,31,,,,
Erebidae: Arctiinae,Rhabdatomis_sp_1055,EcEs-Lep-00159,2.64,7.12,0.37,9.3,49.33,1.75,162,29,,,,
Erebidae: Arctiinae,Rhabdatomis_sp_1055,EcEs-Lep-01148,NA,7.68,NA,9.54,55.03,1.65,138,36,,,,
Erebidae: Arctiinae,Rhabdatomis_sp_1055,EcEs-Lep-02303,NA,7.8,NA,10.12,57.42,1.78,172,39,,,,
Erebidae: Arctiinae,Rhabdatomis_sp_1055,EcEs-Lep-02304,NA,7.37,NA,8.42,44.56,1.59,166,46,,,,
Erebidae: Arctiinae,Rhabdatomis_sp_1055,EcEs-Lep-13639,NA,7.13,NA,8.86,40.11,1.96,153,29,,,,
Erebidae: Arctiinae,Ripha_flammans_961,EcEs-Lep-00275,6.85,26.26,0.26,29.5,401.8,2.17,104,148,,,,
Erebidae: Arctiinae,Robinsonia_deiopea_962,EcEs-Lep-00881,0.89,14.65,0.06,20.7,179.99,2.38,179,93,,,,
Erebidae: Arctiinae,Robinsonia_sp_1349,EcEs-Lep-01158,0.89,11.72,0.08,14.97,108.46,2.07,200,88,PL: proxy from deiopeia (0881),,,
Erebidae: Arctiinae,Robinsonia_sp_1349,EcEs-Lep-08275,0.89,13.92,0.06,14.94,90.92,2.46,144,87,PL: proxy from deiopeia (0881),,,
Erebidae: Arctiinae,Sarosa_(cf)_sp_839,EcEs-Lep-00826,NA,12.92,NA,17.34,104.97,2.86,107,102,,,,
Erebidae: Arctiinae,Saurita_(Valvaminor)_nr_temenus_1125,EcEs-Lep-00041,5.69,7.8,0.73,8.79,30.63,2.52,92,101,,,,
Erebidae: Arctiinae,Saurita_(Valvaminor)_nr_temenus_1125,EcEs-Lep-00194,5.56,8.46,0.66,10.57,42.57,2.62,102,102,,,,
Erebidae: Arctiinae,Saurita_(Valvaminor)_nr_temenus_1125,EcEs-Lep-01125,7.62,26.88,0.28,34.37,695.21,1.7,48,66,,,,
Erebidae: Arctiinae,Saurita_(Valvaminor)_nr_temenus_1125,EcEs-Lep-10146,NA,8.66,NA,9.44,38.79,2.3,86,45,,,,
Erebidae: Arctiinae,Saurita_cf_tipulina_1145,EcEs-Lep-00039,4.98,8.37,0.6,9.84,39.33,2.46,90,58,,,,
Erebidae: Arctiinae,Saurita_cf_tipulina_1145,EcEs-Lep-00240,5.15,8.54,0.6,10.17,39.01,2.65,100,68,,,,
Erebidae: Arctiinae,Saurita_cf_tipulina_1145,EcEs-Lep-00407,5.34,8.19,0.65,9.89,38.03,2.57,80,55,,,,
Erebidae: Arctiinae,Saurita_cf_tipulina_1145,EcEs-Lep-00591,5.04,9.7,0.52,10.24,37.51,2.79,90,61,,,,
Erebidae: Arctiinae,Saurita_cf_tipulina_1145,EcEs-Lep-01091,8.7,11.93,0.73,13.46,137.84,1.31,164,34,,,,
Erebidae: Arctiinae,Saurita_sanguinea_1142,EcEs-Lep-00042,5.39,8.23,0.65,10.93,38.97,3.07,80,44,PL: average of 00868 and 00877,,,
Erebidae: Arctiinae,Saurita_sp_1394,EcEs-Lep-05346,5.95,10.33,0.58,14.22,87.57,2.31,82,52,PL: average from all Sauritas,,,
Erebidae: Arctiinae,Saurita_sp_840,EcEs-Lep-00530,5.95,7.17,0.83,8.09,21.88,2.99,124,93,PL: average from all Sauritas,,,
Erebidae: Arctiinae,Saurita_sp_840,EcEs-Lep-10189,5.95,7.96,0.75,9.02,27,3.02,112,88,PL: average from all Sauritas,,,
Erebidae: Arctiinae,Saurita_sp_998,EcEs-Lep-01144,5.95,8.89,0.67,9.86,40.82,2.38,68,60,PL: average from all Sauritas,,,
Erebidae: Arctiinae,Scaptius_asteroides_963,EcEs-Lep-00020,8.48,15.1,0.56,17.63,150.53,2.07,143,43,,,,
Erebidae: Arctiinae,Scaptius_asteroides_963,EcEs-Lep-00260,9.03,13.53,0.67,13.76,101.68,1.86,162,69,,,,
Erebidae: Arctiinae,Scaptius_asteroides_963,EcEs-Lep-00349,8.21,12.28,0.67,13.08,94.38,1.81,164,60,,,,
Erebidae: Arctiinae,Scaptius_nr_chrysopera_964,EcEs-Lep-00516,9.21,10.55,0.87,11.59,70.91,1.89,164,57,PL: average from all Scaptius,,,
Erebidae: Arctiinae,Scaptius_nr_chrysopera_964,EcEs-Lep-08253,9.21,11.25,0.82,11.99,77.37,1.86,150,72,PL: average from all Scaptius,,,
Erebidae: Arctiinae,Scaptius_nr_vinasia_965,EcEs-Lep-00217,9.9,13.74,0.72,14.48,98.54,2.13,150,66,,,,
Erebidae: Arctiinae,Scaptius_nr_vinasia_965,EcEs-Lep-00432,10.43,14.13,0.74,15.69,122.74,2.01,122,78,,,,
Erebidae: Arctiinae,Scaptius_nr_vinasia_965,EcEs-Lep-04330,NA,13.88,NA,12.76,94.1,1.73,168,67,,,,
Erebidae: Arctiinae,Sciopsyche_nr_tropica_2009,EcEs-Lep-00836,NA,13.44,NA,18.88,131.94,2.7,42,31,,,,
Erebidae: Arctiinae,Sciopsyche_nr_tropica_2009,EcEs-Lep-08447,NA,11.51,NA,16.41,100.4,2.68,57,39,,,,
Erebidae: Arctiinae,Selenarctia_cf_schausi_1084,EcEs-Lep-00685,10.11,19.8,0.51,22.26,234.71,2.11,140,36,,,,
Erebidae: Arctiinae,Selenarctia_cf_schausi_1084,EcEs-Lep-08284,NA,19.95,NA,21.66,201.9,2.32,144,39,,,,
Erebidae: Arctiinae,Sutonocrea_cf_reducta_1356,EcEs-Lep-01172,NA,12.65,NA,14.35,91.79,2.24,166,54,,,,
Erebidae: Arctiinae,Sychesia_naias_966,EcEs-Lep-00467,12.67,17.48,0.72,24.11,307.59,1.89,70,64,,,,
Erebidae: Arctiinae,Sychesia_naias_966,EcEs-Lep-01312,12.51,20.68,0.6,24.74,324.6,1.89,60,54,,,,
Erebidae: Arctiinae,Symphlebia_nr_perflua_967,EcEs-Lep-00494,NA,15.55,NA,19.51,199.06,1.91,112,55,,,,
Erebidae: Arctiinae,Symphlebia_nr_perflua_967,EcEs-Lep-01081,3.26,16.76,0.19,24.87,306.82,2.02,98,49,,,,
Erebidae: Arctiinae,Symphlebia_tessellata_1260,EcEs-Lep-00795,3.06,15,0.2,17.84,161.5,1.97,120,86,PL: average from all Symphlebias,,,
Erebidae: Arctiinae,Symphlebia_tessellata_1260,EcEs-Lep-04928,3.06,17.44,0.18,18.68,185.3,1.88,133,85,PL: average from all Symphlebias,,,
Erebidae: Arctiinae,Symphlebia_tessellata_1260,EcEs-Lep-04929,3.06,19.17,0.16,23.38,272.84,2,85,67,PL: average from all Symphlebias,,,
Erebidae: Arctiinae,Talara_cf_lepida_1319,EcEs-Lep-00345,3.21,2.04,1.57,2.94,10.85,0.8,138,49,PL: average from all Talaras,,,
Erebidae: Arctiinae,Talara_cf_lepida_1319,EcEs-Lep-00558,3.21,7.51,0.43,6.51,23.31,1.82,108,45,PL: average from all Talaras,,,
Erebidae: Arctiinae,Talara_cf_lepida_1319,EcEs-Lep-12134,3.21,4.5,0.71,3.14,10.99,0.9,138,46,PL: average from all Talaras,,,
Erebidae: Arctiinae,Talara_cf_minynthadia_1336,EcEs-Lep-00193,3.91,3.58,1.09,7.18,29.98,1.72,112,42,,,,
Erebidae: Arctiinae,Talara_cf_minynthadia_1336,EcEs-Lep-01143,3.21,7.51,0.43,7.55,34.24,1.67,112,43,PL: average from all Talaras,,,
Erebidae: Arctiinae,Talara_cf_minynthadia_1336,EcEs-Lep-02258,3.21,5.13,0.63,7.73,34.06,1.75,106,47,PL: average from all Talaras,,,
Erebidae: Arctiinae,Talara_cf_violescens_1397,EcEs-Lep-00552,3.21,7.86,0.41,7.7,28.79,2.06,115,38,PL: average from all Talaras,,,
Erebidae: Arctiinae,Talara_cf_violescens_1397,EcEs-Lep-11907,3.21,7.21,0.45,6.9,27.25,1.75,109,34,PL: average from all Talaras,,,
Erebidae: Arctiinae,Talara_nr_cara_884,EcEs-Lep-00258,3.61,6.67,0.54,7.51,27.56,2.05,133,50,,,,
Erebidae: Arctiinae,Talara_nr_cara_884,EcEs-Lep-00403,3.57,6.31,0.57,7.1,26.11,1.93,114,40,,,,
Erebidae: Arctiinae,Talara_semiflava_882,EcEs-Lep-00036,3.9,5.55,0.7,8.06,31.83,2.04,74,48,,,,
Erebidae: Arctiinae,Talara_semiflava_882,EcEs-Lep-01151,NA,7.14,NA,8.36,33.2,2.1,102,74,,,,
Erebidae: Arctiinae,Talara_sp_883,EcEs-Lep-00191,1.07,1.66,0.65,2.69,8.46,0.85,164,55,,,,
Erebidae: Arctiinae,Talara_sp_883,EcEs-Lep-00556,NA,5.3,NA,5.74,18.67,1.77,150,34,,,,
Erebidae: Arctiinae,Talara_sp_883,EcEs-Lep-00560,NA,3.88,NA,5.87,18.02,1.91,110,48,,,,
Erebidae: Arctiinae,Telioneura_nr_glaucopsis_843,EcEs-Lep-00091,7.26,10.3,0.7,NA,NA,NA,56,50,,,,
Erebidae: Arctiinae,Telioneura_nr_glaucopsis_843,EcEs-Lep-00691,7.03,11.91,0.59,16.16,108.2,2.41,54,44,,,,
Erebidae: Arctiinae,Telioneura_nr_glaucopsis_843,EcEs-Lep-08562,NA,13.07,NA,14.59,90.74,2.35,82,66,,,,
Erebidae: Arctiinae,Theages_decorum_1278,EcEs-Lep-00006,7.8,13.92,0.56,20.31,196.32,2.1,90,62,,,,
Erebidae: Arctiinae,Theages_decorum_1278,EcEs-Lep-10408,NA,13.11,NA,16.87,146.64,1.94,96,61,,,,
Erebidae: Arctiinae,Theages_sp_819,EcEs-Lep-00823,7.81,12.19,0.64,16.33,125.07,2.13,134,82,PL: average from all measured Theages,,,
Erebidae: Arctiinae,Theages_sp_819,EcEs-Lep-10434,7.81,13.36,0.58,16.83,137.31,2.06,164,86,PL: average from all measured Theages,,,
Erebidae: Arctiinae,Thyrgis_militta_907,EcEs-Lep-00455,9.41,13.57,0.69,23.71,320.61,1.75,42,20,,,,
Erebidae: Arctiinae,Thysanoprymna_hampsoni_gr_2113,EcEs-Lep-00012,8.92,15.1,0.59,19.7,154.06,2.52,73,177,,,,
Erebidae: Arctiinae,Thysanoprymna_hampsoni_gr_2113,EcEs-Lep-00074,8.34,13.92,0.6,19.32,146.02,2.56,92,158,,,,
Erebidae: Arctiinae,Trichromia_cardinalis_gr_974,EcEs-Lep-00418,8.35,14.06,0.59,16.11,133.47,1.94,126,46,,,,
Erebidae: Arctiinae,Trichromia_cardinalis_gr_974,EcEs-Lep-01161,NA,12.04,NA,15.11,98.8,2.31,162,48,,,,
Erebidae: Arctiinae,Trichromia_cf_atta_970,EcEs-Lep-00077,7.15,9.64,0.74,10.61,76.24,1.48,158,47,,,,
Erebidae: Arctiinae,Trichromia_cf_atta_970,EcEs-Lep-00138,6.64,10.25,0.65,12.7,86.05,1.87,130,63,,,,
Erebidae: Arctiinae,Trichromia_cf_atta_970,EcEs-Lep-00237,7.58,11.43,0.66,13.08,94.05,1.82,137,70,,,,
Erebidae: Arctiinae,Trichromia_cf_atta_970,EcEs-Lep-04378,NA,10.62,NA,11.16,88.19,1.41,180,53,,,,
Erebidae: Arctiinae,Trichromia_cf_metapyria_1417,EcEs-Lep-01827,8.32,16.14,0.52,17.21,164.12,1.8,168,52,PL: average from all measured Trichromias,,,
Erebidae: Arctiinae,Trichromia_nr_discophora_973,EcEs-Lep-00076,12.74,18.32,0.7,20.21,189.82,2.15,138,44,,,,
Erebidae: Arctiinae,Trichromia_nr_discophora_973,EcEs-Lep-01861,NA,19.5,NA,18.06,141.21,2.31,126,32,,,,
Erebidae: Arctiinae,Trichromia_nr_discophora_973,EcEs-Lep-01864,NA,16.08,NA,17.55,139.51,2.21,138,48,,,,
Erebidae: Arctiinae,Trichromia_nr_rhodocraspis_971,EcEs-Lep-00148,8,12.45,0.64,15.2,111.18,2.08,124,60,,,,
Erebidae: Arctiinae,Trichromia_nr_rhodocraspis_971,EcEs-Lep-04297,NA,10.36,NA,13.43,89.71,2.01,111,43,PL: average from all measured Trichromias,,,
Erebidae: Arctiinae,Trichromia_sp_1416,EcEs-Lep-04327,8.32,11.88,0.7,14.17,90.77,2.21,149,50,,,,
