Plot_ID,Latitude,Longitude,Reassembly,Elevation,Treatment,Treatment2,Regeneration_year,elev_30m_dem,slope,aspect,solar_annual,TWI,TPI,TRI,conv.ind,Forest_1km,Forest_500m,Forest_100m,Forest_1km_JRC_TMF,Distance_forest,Distance_edge,Patch_ha,Cacao_1km,Cacao_Reg1_1km,Cacao_Reg2_1km,Pasture_1km,Pasture_Reg1_1km,Pasture_Reg2_1km,Oil_Palm_1km
OGZ09,0.395029,-79.25339,0,170,old-growth forest,old-growth forest,NA,163.6963959,3.746144762,231.5866814,1814556.625,4.627221584,0.2183976,1.7379732,-2.115326613,0.056305936,0.083028067,0.461245542,0.972630296,0,27.67623797,0,0,0,0,0,0,0,0
OGZ10,0.433639,-79.235779,0,165,old-growth forest,old-growth forest,NA,164.6336365,3.915267393,121.8712812,1813615.75,3.045895576,0.35971434,1.71885698,-9.252336891,0.061134186,0.232597155,0.804106405,0.815298474,0,49.89580764,0,0,0,0,0,0,0,0
OGZ13,0.423632,-79.261471,0,145,old-growth forest,old-growth forest,NA,165.2806244,3.980238677,294.5743296,1813759.375,2.75150919,1.51986456,2.21295,-0.050111882,0.076005538,0.127776242,0.772355092,0.988143981,0,46.75951374,0,0,0,0,0,0,0,0
OGZ20,0.461047,-79.1438,0,172,old-growth forest,old-growth forest,NA,151.5478516,7.017388256,233.7432165,1794327.875,13.70512867,-0.254548,3.070032,-41.5812784,0.336543548,0.429653141,0.988696499,0.75351227,0,87.5034653,0,0,0,0,0,0,0,0
OGZ21,0.377547,-79.155161,0,170,old-growth forest,old-growth forest,NA,219.9900055,4.702392703,162.238007,1819205.375,4.80666256,-1.59965124,2.48281708,-29.79156454,0.184204364,0.503812187,0.977228652,0.920201695,0,82.95593416,0,0,0,0,0,0,0,0
OGZ22,0.466516,-79.098848,0,180,old-growth forest,old-growth forest,NA,213.4463959,21.97661782,300.2077718,1695432.75,0.951327622,3.70226272,10.11962144,-45.37470468,0.438433483,0.411249617,0,0.658438937,129.9909254,0,0,0,0,0,0,0,0,0
OGZ23,0.456369,-79.114619,0,180,old-growth forest,old-growth forest,NA,172.5431976,5.289074248,18.03427681,1802317.75,3.159728527,-0.84514344,2.51509836,-49.97489061,0.415352799,0.392367765,0.787398485,0.639577834,0,61.32225868,0,0,0,0,0,0,0,0
OGZ25,0.456803,-79.13897,0,180,old-growth forest,old-growth forest,NA,183.5901031,7.592284813,246.6316759,1804648.875,2.288827658,1.4680352,3.8376784,-42.91867373,0.336370144,0.218448601,0.404179338,0.699586773,0,30.61904786,0,0,0,0,0,0,0,0
PA160,0.50638304,-79.14550002,0,454,active pasture,active pasture,NA,472.4818726,12.97324693,223.7178835,1830841.5,1.491685152,4.167879265,7.038891685,-41.90686356,0.850138083,0.85800753,0.729278243,0.88410339,7.339663718,0,8.753018094,0,0.006736194,0,0.068231327,0,0.074894385,0
PA161,0.55567299,-79.18341103,0,141,active pasture,active pasture,NA,131.5582581,7.172412213,263.8585713,1793187.125,2.147806644,2.0035434,3.686895218,-34.22382485,0.401287163,0.358297055,0.590033397,0.5939805,4.323759049,0,203.0317556,0.172983333,0,0,0.305877942,0.02787507,0.155024002,0
PA162,0.55133401,-79.194739,0,139,active pasture,active pasture,NA,133.1645966,8.521262763,22.16466116,1778953.5,4.411978722,-4.325610052,5.928726649,-31.97025712,0.444392191,0.381191239,0,0.664396756,105.6351954,0,13.57411008,0.133059486,0,0,0.214720972,0.100404066,0.108713808,0
PA163,0.47615,-79.23189,0,131,active pasture,active pasture,NA,134.9176788,7.09797621,136.2154149,1782129.375,8.560510635,-0.74644,3.69052,-12.89384584,0.362768609,0.227761213,0.244850459,0.660282684,35.07543111,0,11.52106665,0.106866393,0.003403374,0,0.129476832,0.260747018,0.153905195,0
PA164,0.46414,-79.21372,0,201,active pasture,active pasture,NA,197.6465302,7.175899528,279.1184958,1800420.375,2.183714867,2.364224,5.075552,-19.20166768,0.650559486,0.46948713,0.39970936,0.831420388,27.5054699,0,77.80630788,0.018253329,0,0.030121228,0.224810822,0,0.064502731,0.011752407
PA165,0.55091,-79.20149,0,127,active pasture,active pasture,NA,143.1510773,8.465757571,52.7994667,1791371.375,2.403870583,1.572978,4.087718,-28.95029477,0.295693648,0.3818975,0.203915702,0.591858019,33.87525155,0,7.054647125,0.027079525,0,0,0.438888362,0.105750101,0.132628011,0
PA166,0.54190404,-79.14888304,0,266,active pasture,active pasture,NA,281.5357056,15.44973263,269.0921589,1773154.875,1.418276429,3.974997005,7.414657717,-38.82886617,0.783262096,0.527859564,0,0.875824656,177.8492657,0,8.018610423,0.048230216,0.000878625,0,0.0891433,0.076547985,0.001939072,0
PA167,0.54056704,-79.14665597,0,277,active pasture,active pasture,NA,296.7588501,9.798849522,62.33045475,1810888.875,1.920002937,-0.675952056,3.908165925,-39.23852773,0.818982413,0.524764352,0.120732401,0.891306653,54.65830946,0,24.17892694,0.041957279,0.000878625,0,0.077851287,0.060330387,0,0
PA168,0.4642,-79.2137,0,209,active pasture,active pasture,NA,197.1840057,7.962451107,290.7202137,1793922.875,2.144657612,2.0954,5.2934,-19.21371841,0.651734238,0.468157652,0.407961567,0.831979281,27.98435002,0,77.80630788,0.017956308,0,0.030121228,0.224924273,0,0.064502731,0.010761224
PA169,0.550917,-79.2015,0,127,active pasture,active pasture,NA,143.1542358,8.370696583,51.45955553,1791737.875,2.502099991,1.51176,4.03946,-28.94611818,0.295386359,0.381423923,0.204018736,0.591940956,34.34333278,0,7.054647125,0.026833343,0,0,0.439268036,0.105754415,0.132797497,0
PA53,0.49585202,-79.20737699,1,510,active pasture,active pasture,NA,521.4147949,11.28805837,198.9532286,1852647.5,1.70547843,1.214985116,5.129296268,-24.16968931,0.87277555,0.818932111,0.089739764,0.921264874,71.47299121,0,0.102569074,0,0,0,0.050994152,0.056935699,0.019294605,0
PA54,0.53626858,-79.18830126,1,207,active pasture,active pasture,NA,223.8381958,5.863157111,167.1903507,1800094.5,3.307730675,-0.367555991,3.347152,-33.05425232,0.773821047,0.425785345,0.005742252,0.847416705,92.24954068,0,10.67252448,0.051746455,0,0,0.040707575,0.118137042,0.015598571,0
PA55,0.4976111,-79.22452241,1,426,active pasture,active pasture,NA,419.7436218,12.29270697,199.2321848,1827169.625,2.447202206,0.600335327,5.586378087,-17.13086347,0.919572136,0.893147786,0.44915516,0.941088497,8.4853781,0,4.690220063,0,0.011051037,0,0.05122526,0.017930244,0.000221318,0
PA56,0.511023,-79.228523,1,430,active pasture,active pasture,NA,434.2572632,15.44142085,312.019525,1808234.625,1.924556971,1.16169034,6.79301114,-15.8817216,0.742455793,0.538037565,0.013130901,0.82593251,85.73178347,0,3.038454723,0.084260567,0.003435431,0,0.062802509,0.047893439,0.022138018,0.037130307
PA57,0.51139197,-79.20887752,1,375,active pasture,active pasture,NA,380.022644,4.320190171,159.3688252,1847302.5,19.59191895,-0.617257267,1.89529376,-24.27152076,0.244258979,0.217018436,0.246129544,0.657037161,16.37455007,0,11.95958147,0.176088717,0.015250496,0.00015894,0.357476023,0.058229229,0.149087175,0
PA58,0.543056,-79.153322,1,243,active pasture,active pasture,NA,252.1630096,1.37251613,296.880718,1824290.875,6.212661266,-2.52896528,2.92118576,-38.13774018,0.690245313,0.604625866,0.06850847,0.828162748,40.25523651,0,24.17892694,0.04726932,0,0,0.094795341,0.104371815,0.063413652,0
PAZ03,0.405142,-79.253342,0,180,active pasture,active pasture,NA,157.0600586,5.087190372,204.7198848,1804830.625,9.539451599,-2.34607472,3.24448736,-2.295833441,0.066515768,0.071715615,0,0.968157213,268.6414717,0,2010.536813,0,0,0,0,0,0,0
PAZ07,0.390332,-79.254313,0,172,active pasture,active pasture,NA,174.0767059,4.275280157,74.73754371,1814934.125,2.783974171,0.5923216,2.10560784,-1.790438702,0.037399986,0.005104474,0,0.969344744,451.3269895,0,2010.536813,0,0,0,0,0,0,0
PAZ11,0.427912,-79.236187,0,166,active pasture,active pasture,NA,159.8679962,1.476839186,108.5063888,1815934.625,5.689675331,0.40698464,0.92940512,-8.828859828,0.057201074,0.106191679,0,0.906030841,119.7732251,0,2010.536813,0,0,0,0,0,0,0
PAZ15,0.405708,-79.265578,0,160,active pasture,active pasture,NA,159.6689148,4.595430923,282.2766651,1810740.625,3.879067898,1.04038544,2.01652848,1.529787721,0.068037465,0.170004403,0,0.991552131,144.1356513,0,2010.536813,0,0,0,0,0,0,0
PAZ18,0.417119,-79.216108,0,173,active pasture,active pasture,NA,173.0294342,5.629601623,284.3002821,1810571.375,2.364835024,0.89835952,2.3826,-14.96341301,0.027077538,0.027784392,0,0.970851078,227.5285241,0,305.6121639,0,0,0,0,0,0,0
PR120,0.51878,-79.15507,0,368,pasture regeneration,pasture regeneration early,2014,381.4819031,16.89558344,233.4372279,1751373.875,3.410846472,-2.795648,7.081608,-39.0936993,0.997066105,0.999999971,0.999999799,0.98759309,0,836.7318566,17.17435393,0,0,0,0,0,0.002933888,0
PR121,0.51194502,-79.14422404,0,458,pasture regeneration,pasture regeneration early,2017,467.4768982,18.43763838,81.21361659,1762418.5,2.247918367,-3.083886123,8.063720143,-41.7758263,0.838027728,0.630625845,0,0.893172116,140.3903786,0,17.17435393,0,0.006736194,0,0.035813381,0,0.119422692,0
PR122,0.51316,-79.14328,0,461,pasture regeneration,pasture regeneration early,2017,455.1443787,5.82598908,116.828733,1846304.25,5.493670464,-2.854592,2.980928,-41.88432471,0.849476007,0.651023716,0,0.90504738,138.7943564,0,17.17435393,0,0.006736194,0,0.023725008,0,0.120062786,0
PR123,0.55137299,-79.17388097,0,191,pasture regeneration,pasture regeneration early,2017,197.5097809,7.83504728,323.6469218,1805503.375,3.35734272,-1.974036275,3.351020014,-35.26019655,0.358336624,0.478509324,0.615684805,0.684391672,5.272909089,0,6.554910916,0.043793032,0,0,0.295049423,0.02086769,0.325809427,0
PR124,0.46305,-79.20812,0,259,pasture regeneration,pasture regeneration late,1996,225.3147278,12.87483949,175.4328424,1790890.625,2.221036673,-0.24856,5.36472,-21.25792868,0.698107297,0.731349776,0.359162262,0.852462737,25.87017552,0,5.226999851,0.036956712,0,0.030121228,0.123798611,0.01634364,0.047210052,0.047462464
PR125,0.47777,-79.20862,0,347,pasture regeneration,pasture regeneration late,1999,344.1480103,9.815968382,37.9652542,1821362.875,2.262322187,2.530052,4.989828,-22.2269264,0.802367352,0.804127253,0.999999798,0.902992825,0,115.6928615,27.54875073,0,0,0.020721842,0.001798823,0,0.175111978,0
PR126,0.47457498,-79.23269503,0,143,pasture regeneration,pasture regeneration late,2008,140.4998016,6.343363235,232.2631572,1795951.75,4.732410908,-0.601326651,2.956263026,-12.49222145,0.298981328,0.150361338,0.471436552,0.654789028,5.632396959,0,16.9823324,0.093481755,0.003403374,0,0.144911916,0.323672394,0.150599986,0
PR127,0.52508902,-79.21145,0,344,pasture regeneration,pasture regeneration late,2006,336.4276123,6.430789445,114.5178889,1833038.75,2.413622618,1.31213804,3.04045608,-23.64097787,0.695292839,0.701088175,0.00087663,0.885493687,97.05519095,0,5.44761464,0.106463481,0.017342591,0.002048067,0.053808696,0.007187484,0.117856846,0
PR128,0.502809,-79.187005,0,563,pasture regeneration,pasture regeneration late,1987,548.2003174,3.924587898,224.2351322,1886124.625,4.007880211,-0.7587935,1.8104613,-32.25407037,0.953421657,0.99999997,0.999999796,0.977400019,0,526.2544856,12.01997172,0,0,0.004245117,0,0,0.042333225,0
PR129,0.47849,-79.20133,0,318,pasture regeneration,pasture regeneration early,NA,325.4408569,12.25258622,135.5359049,1775219.375,13.8668232,-5.932312,6.870744,-25.18593737,0.968551291,0.893476005,0.999999815,0.986845098,0,105.3112051,5.260152382,0,0,0.009881687,0,0,0.021567026,0
PR19,0.55271929,-79.17482117,1,177,pasture regeneration,pasture regeneration early,2017,179.1917572,5.665023811,182.9417489,1807731.125,4.772380829,1.804572705,3.207839713,-35.14860817,0.371361597,0.337802595,0.178512813,0.665040859,56.77059961,0,6.554910916,0.059119232,0,0,0.251722004,0.02086769,0.36033114,0
PR20,0.49670321,-79.1716609,1,540,pasture regeneration,pasture regeneration early,2019,557.2561035,11.74850205,200.4722143,1859545.5,2.18260026,-0.91279192,5.046041715,-35.71571359,0.734857309,0.465423654,0,0.868389096,142.7084767,0,22.17155777,0,0.001567733,0,0,0.224346859,0.039228098,0
PR21,0.50802424,-79.18995397,1,560,pasture regeneration,pasture regeneration late,1987,571.2067871,3.963197865,300.9433721,1890987.875,2.717209101,0.4773361,2.029540157,-31.74404834,0.956612227,0.962725915,0.722134285,0.976006691,21.16521729,0,1.064727193,0,0,0.005927712,0.00127244,0.024087734,0.012099878,0
PR22,0.50939341,-79.20450746,1,400,pasture regeneration,pasture regeneration early,2011,392.186615,9.494806142,301.8541508,1831014.25,2.319013119,2.884455861,5.697969368,-26.06116329,0.423040809,0.368217653,0,0.741008726,105.8188659,0,7.753099362,0.078278608,0.015250496,0,0.308309303,0.10432912,0.070994375,0
PR23,0.5107801,-79.23206464,1,415,pasture regeneration,pasture regeneration early,2022,409.8858337,7.394169503,263.0362258,1849943,2.519136667,2.094504241,3.36852703,-14.36559548,0.768312353,0.620545339,0.288554239,0.858275493,30.92214386,0,1.687798405,0.027136288,0.004644053,0,0.047443414,0.090107916,0.02526499,0.037130307
PR24,0.52082042,-79.21365335,1,381,pasture regeneration,pasture regeneration late,2002,400.3435364,4.902686736,63.45553416,1846299.375,3.514075041,0.716017621,2.149842379,-22.54608889,0.38765685,0.374291755,0.430168123,0.758320636,22.19631397,0,5.074807528,0.15513196,0.017342591,0.002048067,0.192559022,0.07548174,0.170480309,0
PR25,0.49555762,-79.17642012,1,544,pasture regeneration,pasture regeneration early,2017,530.9290771,14.03804482,316.5912057,1815541.125,8.104856491,-2.349310618,5.96339549,-34.43840273,0.782270019,0.362215293,0,0.883828032,201.5191044,0,25.51887169,0,0.001567733,0,0,0.168986605,0.047175639,0
PR26,0.52646596,-79.20464664,1,325,pasture regeneration,pasture regeneration late,1995,303.1965942,5.01378328,243.0769091,1826538.625,2.472843647,0.607880497,2.237852832,-26.63708476,0.843189672,0.900683371,0.75521198,0.952103958,25.02999277,0,0.780134236,0.04515698,0.015810397,0.002045598,0,0,0.093797355,0
PR27,0.46185094,-79.2093188,1,214,pasture regeneration,pasture regeneration late,1996,190.0994873,9.287088382,213.0171024,1798583,1.804326534,3.311544731,5.197666045,-20.70707851,0.645287042,0.672588293,0.386886346,0.847061885,50.1979161,0,5.226999851,0.036956712,0,0.030121228,0.139738476,0.008782214,0.05769322,0.081421096
PR29,0.47292046,-79.23064005,1,173,pasture regeneration,pasture regeneration early,2017,170.0584106,9.040707991,155.444012,1790955,2.19596386,2.698444516,4.923048133,-13.21063581,0.299628418,0.335889899,0.29465127,0.710309538,36.9171662,0,1.237950927,0.087205141,0.003403374,0,0.115018223,0.317954042,0.191841557,0
PR30,0.47500835,-79.22913433,1,219,pasture regeneration,pasture regeneration late,2008,211.035141,24.57379773,256.3863968,1677682.875,0.836213529,4.45650187,11.03832985,-13.91930319,0.419289019,0.491746605,0.194061557,0.723252938,41.53222265,0,5.068008497,0.105784488,0.003403374,0,0.100790965,0.219224609,0.172857043,0
PR31,0.47902624,-79.21005517,1,316,pasture regeneration,pasture regeneration late,2007,318.1575012,10.0267714,148.8652475,1806650.125,14.49587154,-1.491988036,4.537616343,-21.75370134,0.754393011,0.666884165,0.30622901,0.860530819,39.34879655,0,27.54875073,0,0,0.018583744,0,0,0.22702324,0
PR32,0.47927521,-79.21729879,1,339,pasture regeneration,pasture regeneration late,2007,335.5726929,6.525956013,174.3554461,1828100.875,14.67919922,0.597914053,3.45980892,-18.88297107,0.691699237,0.336430602,0,0.816369894,174.449303,0,46.70697643,0.009443676,0,0.013636998,0,0,0.292095382,0
PR33,0.48924515,-79.22841178,1,311,pasture regeneration,pasture regeneration early,2022,321.662262,23.91483996,237.7728633,1701631.875,1.481042147,2.695258389,11.08525372,-15.02176431,0.699933313,0.735311297,0.561268028,0.87407746,23.11585947,0,1.212158041,0.045158373,0.010223518,0,0.06855042,0.010248044,0.17072379,0
PR34,0.49350932,-79.13794296,1,615,pasture regeneration,pasture regeneration late,1985,628.8861694,18.06219629,291.0531218,1820226,3.473931551,1.339651944,7.839127435,-44.08132959,0.888001936,0.957518656,0.587868477,0.925798256,24.54013944,0,3.267871484,0,0,0.001676139,0.045529234,0,0.064792691,0
PR35,0.5037611,-79.1579992,1,411,pasture regeneration,pasture regeneration early,2016,389.8954163,5.308407854,83.65988042,1833239.875,19.41701126,-3.363725987,3.930915674,-39.14256255,0.816401626,0.76802764,0.110883494,0.898983353,75.4405276,0,1.338683347,0,0,0,0.183598371,0,0,0
PR36,0.5165012,-79.14308334,1,380,pasture regeneration,pasture regeneration early,2014,391.2470703,19.70406434,78.17490385,1724663.625,3.895411491,-6.88815875,10.03989421,-41.66176986,0.865253042,0.661281216,0.324368277,0.931185132,35.06537855,0,20.53949221,0,0.006736194,0,0.007947972,0,0.120062786,0
