Secuencia,Plot,Number,Code,Family,Genus,Species
6146,PR34,138,PR34-138,Staphyleaceae,Turpinia,Turpinia_occidentalis
6147,PR34,139,PR34-139,Clusiaceae,Chrysochlamys,Chrysochlamys_dependens
6148,PR34,140,PR34-140,Violaceae,Fusispermum,Fusispermum_minutiflorum
6149,PR34,141,PR34-141,Lecythidaceae,Eschweilera,Eschweilera_caudiculata
6150,PR34,142,PR34-142,Staphyleaceae,Turpinia,Turpinia_occidentalis
6151,PR34,143,PR34-143,Arecaceae,Wettinia,Wettinia_quinaria
6152,PR34,144,PR34-144,Moraceae,Ficus,Ficus_maxima
6153,PR34,145,PR34-145,Staphyleaceae,Turpinia,Turpinia_occidentalis
6154,PR34,146,PR34-146,Chrysobalanaceae,Licania,Licania_celiae
6155,PR34,147,PR34-147,Clusiaceae,Tovomita,Tovomita_weddelliana
6156,PR34,148,PR34-148,Fabaceae,Inga,Inga_silanchensis
6157,PR34,149,PR34-149,Fabaceae,Inga,Inga_silanchensis
6158,PR34,150,PR34-150,Cordiaceae,Cordia,Cordia_sp.1
6159,PR34,151,PR34-151,Moraceae,Ficus,Ficus_PR34-151
6160,PR34,152,PR34-152,Rubiaceae,Palicourea,Palicourea_paratinctoria
6161,PR34,153,PR34-153,Arecaceae,Socratea,Socratea_exorrhiza
6162,PR34,154,PR34-154,Arecaceae,Wettinia,Wettinia_quinaria
6163,PR34,155,PR34-155,Actinidiaceae,Saurauia,Saurauia_herthae
6164,PR34,156,PR34-156,Cordiaceae,Cordia,Cordia_sp.1
6165,PR34,157,PR34-157,Fabaceae,Inga,Inga_leptocarpa
6166,PR34,158,PR34-158,Staphyleaceae,Turpinia,Turpinia_occidentalis
6167,PR34,159,PR34-159,Arecaceae,Wettinia,Wettinia_quinaria
6168,PR34,160,PR34-160,Arecaceae,Socratea,Socratea_exorrhiza
6169,PR34,161,PR34-161,Arecaceae,Wettinia,Wettinia_quinaria
6170,PR34,162,PR34-162,Arecaceae,Wettinia,Wettinia_quinaria
6171,PR34,163,PR34-163,Polygonaceae,Coccoloba,Coccoloba_obovata
6172,PR34,164,PR34-164,Euphorbiaceae,Croton,Croton_tessmannii
6173,PR34,165,PR34-165,Staphyleaceae,Turpinia,Turpinia_occidentalis
6174,PR34,166,PR34-166,Arecaceae,Wettinia,Wettinia_quinaria
6175,PR34,167,PR34-167,Primulaceae,Ardisia,Ardisia_awarum
6176,PR34,168,PR34-168,Arecaceae,Wettinia,Wettinia_quinaria
6177,PR34,169,PR34-169,Malvaceae,Apeiba,Apeiba_membranacea
6178,PR34,170,PR34-170,Arecaceae,Wettinia,Wettinia_quinaria
6179,PR34,171,PR34-171,Burseraceae,Protium,Protium_ecuadorense
6180,PR34,172,PR34-172,Malvaceae,Matisia,Matisia_castano
6181,PR34,173,PR34-173,Urticaceae,Cecropia,Cecropia_hispidissima
6182,PR34,174,PR34-174,Araliaceae,Dendropanax,Dendropanax_macrophyllum
6183,PR34,175,PR34-175,Moraceae,Ficus,Ficus_carchiana
6184,PR34,176,PR34-176,Malvaceae,Matisia,Matisia_castano
6185,PR34,177,PR34-177,Polygonaceae,Coccoloba,Coccoloba_obovata
6186,PR34,178,PR34-178,Rubiaceae,Pentagonia,Pentagonia_grandiflora
6187,PR34,179,PR34-179,Clusiaceae,Tovomita,Tovomita_weddelliana
6188,PR34,180,PR34-180,Cyatheaceae,Cyathea,Cyathea_sp.1
6189,PR34,181,PR34-181,Moraceae,Perebea,Perebea_xanthochyma
6190,PR34,182,PR34-182,Fabaceae,Bauhinia,Bauhinia_pichinchensis
6191,PR34,183,PR34-183,Arecaceae,Socratea,Socratea_exorrhiza
6192,PR34,184,PR34-184,Fabaceae,Bauhinia,Bauhinia_pichinchensis
6193,PR34,185,PR34-185,Malvaceae,Apeiba,Apeiba_membranacea
6194,PR34,186,PR34-186,Meliaceae,Carapa,Carapa_guianensis
6195,PR34,187,PR34-187,Staphyleaceae,Turpinia,Turpinia_occidentalis
6196,CR16,1,CR16-1,Malvaceae,Theobroma,Theobroma_cacao
6197,CR16,2,CR16-2,Malvaceae,Theobroma,Theobroma_cacao
6198,CR16,3,CR16-3,Urticaceae,Cecropia,Cecropia_hispidissima
6199,CR16,4,CR16-4,Malvaceae,Theobroma,Theobroma_cacao
6200,CR16,5,CR16-5,Salicaceae,Banara,Banara_guianensis
6201,CR16,6,CR16-6,Urticaceae,Cecropia,Cecropia_hispidissima
6202,CR16,7,CR16-7,Urticaceae,Cecropia,Cecropia_hispidissima
6203,CR16,8,CR16-8,Malvaceae,Theobroma,Theobroma_cacao
6204,CR16,9,CR16-9,Hypericaceae,Vismia,Vismia_baccifera
6205,CR16,10,CR16-10,Malvaceae,Theobroma,Theobroma_cacao
6206,CR16,11,CR16-11,Hypericaceae,Vismia,Vismia_baccifera
6207,CR16,12,CR16-12,Salicaceae,Banara,Banara_guianensis
6208,CR16,13,CR16-13,Meliaceae,Carapa,Carapa_guianensis
6209,CR16,14,CR16-14,Hypericaceae,Vismia,Vismia_baccifera
6210,CR16,15,CR16-15,Hypericaceae,Vismia,Vismia_baccifera
6211,CR16,16,CR16-16,Urticaceae,Cecropia,Cecropia_hispidissima
6212,CR16,17,CR16-17,Hypericaceae,Vismia,Vismia_baccifera
6213,CR16,18,CR16-18,Malvaceae,Theobroma,Theobroma_cacao
6214,CR16,19,CR16-19,Bignoniaceae,Jacaranda,Jacaranda_copaia
6215,CR16,20,CR16-20,Malvaceae,Theobroma,Theobroma_cacao
6216,CR16,21,CR16-21,Melastomataceae,Miconia,Miconia_conocuatrecasii
6217,CR16,22,CR16-22,Malvaceae,Theobroma,Theobroma_cacao
6218,CR16,23,CR16-23,Urticaceae,Cecropia,Cecropia_hispidissima
6219,CR16,24,CR16-24,Melastomataceae,Miconia,Miconia_centronioides
6220,CR16,25,CR16-25,Melastomataceae,Miconia,Miconia_centronioides
6221,CR16,26,CR16-26,Urticaceae,Cecropia,Cecropia_hispidissima
6222,CR16,27,CR16-27,Hypericaceae,Vismia,Vismia_baccifera
6223,CR16,28,CR16-28,Melastomataceae,Miconia,Miconia_conocuatrecasii
6224,CR16,29,CR16-29,Urticaceae,Cecropia,Cecropia_hispidissima
6225,CR16,30,CR16-30,Hypericaceae,Vismia,Vismia_baccifera
6226,CR16,31,CR16-31,Melastomataceae,Miconia,Miconia_conocuatrecasii
6227,CR16,32,CR16-32,Urticaceae,Cecropia,Cecropia_hispidissima
6228,CR16,33,CR16-33,Malvaceae,Theobroma,Theobroma_cacao
6229,CR16,34,CR16-34,Melastomataceae,Miconia,Miconia_centronioides
6230,CR16,35,CR16-35,Melastomataceae,Miconia,Miconia_centronioides
6231,CR16,36,CR16-36,Melastomataceae,Miconia,Miconia_centronioides
6232,CR16,37,CR16-37,Urticaceae,Cecropia,Cecropia_hispidissima
6233,CR16,38,CR16-38,Urticaceae,Cecropia,Cecropia_hispidissima
6234,CR16,39,CR16-39,Malvaceae,Theobroma,Theobroma_cacao
6235,CR16,40,CR16-40,Malvaceae,Theobroma,Theobroma_cacao
6236,CR16,41,CR16-41,Malvaceae,Theobroma,Theobroma_cacao
6237,CR16,42,CR16-42,Urticaceae,Cecropia,Cecropia_hispidissima
6238,CR16,43,CR16-43,Urticaceae,Cecropia,Cecropia_hispidissima
6239,CR16,44,CR16-44,Malvaceae,Theobroma,Theobroma_cacao
6240,CR16,45,CR16-45,Malvaceae,Theobroma,Theobroma_cacao
6241,CR16,46,CR16-46,Moraceae,Ficus,Ficus_brevibracteata
6242,CR16,47,CR16-47,Malvaceae,Theobroma,Theobroma_cacao
6243,CR16,48,CR16-48,Urticaceae,Cecropia,Cecropia_hispidissima
6244,CR16,49,CR16-49,Urticaceae,Cecropia,Cecropia_hispidissima
6245,CR16,50,CR16-50,Salicaceae,Banara,Banara_guianensis
6246,CR16,51,CR16-51,Hypericaceae,Vismia,Vismia_baccifera
6247,CR16,52,CR16-52,Melastomataceae,Miconia,Miconia_multiplicata
6248,CR16,53,CR16-53,Hypericaceae,Vismia,Vismia_baccifera
6249,CR16,54,CR16-54,Urticaceae,Cecropia,Cecropia_hispidissima
6250,CR16,55,CR16-55,Euphorbiaceae,Alchorneopsis,Alchorneopsis_floribunda
6251,CR16,56,CR16-56,Hypericaceae,Vismia,Vismia_baccifera
6252,CR16,57,CR16-57,Hypericaceae,Vismia,Vismia_baccifera
6253,CR16,58,CR16-58,Malvaceae,Theobroma,Theobroma_cacao
6254,CR16,59,CR16-59,Malvaceae,Theobroma,Theobroma_cacao
6255,CR16,60,CR16-60,Urticaceae,Cecropia,Cecropia_hispidissima
6256,CR16,61,CR16-61,Melastomataceae,Miconia,Miconia_centronioides
6257,CR16,62,CR16-62,Malvaceae,Apeiba,Apeiba_membranacea
6258,CR16,63,CR16-63,Melastomataceae,Miconia,Miconia_multiplicata
6259,CR16,64,CR16-64,Urticaceae,Cecropia,Cecropia_hispidissima
6260,CR16,65,CR16-65,Malvaceae,Theobroma,Theobroma_cacao
6261,CR16,66,CR16-66,Malvaceae,Theobroma,Theobroma_cacao
6262,CR16,67,CR16-67,Rubiaceae,Pentagonia,Pentagonia_macrophylla
6263,CR16,68,CR16-68,Rubiaceae,Palicourea,Palicourea_pseudaxillaris
6264,CR16,69,CR16-69,Malvaceae,Theobroma,Theobroma_cacao
6265,CR16,70,CR16-70,Malvaceae,Theobroma,Theobroma_cacao
6266,CR16,71,CR16-71,NA,NA,NA
6267,CR16,72,CR16-72,Melastomataceae,Conostegia,Conostegia_cuatrecasasii
6268,CR16,73,CR16-73,Malvaceae,Theobroma,Theobroma_cacao
6269,CR16,74,CR16-74,Salicaceae,Banara,Banara_guianensis
6270,CR16,75,CR16-75,Malvaceae,Theobroma,Theobroma_cacao
6271,CR16,76,CR16-76,Malvaceae,Apeiba,Apeiba_membranacea
6272,CR16,77,CR16-77,Melastomataceae,Miconia,Miconia_centronioides
6273,CR16,78,CR16-78,Urticaceae,Cecropia,Cecropia_hispidissima
6274,CR16,79,CR16-79,Urticaceae,Cecropia,Cecropia_garciae
6275,CR16,80,CR16-80,NA,NA,NA
6276,CR16,81,CR16-81,Urticaceae,Cecropia,Cecropia_hispidissima
6277,CR16,82,CR16-82,Melastomataceae,Conostegia,Conostegia_cuatrecasasii
6278,CR16,83,CR16-83,Urticaceae,Cecropia,Cecropia_garciae
6279,CR16,84,CR16-84,Hypericaceae,Vismia,Vismia_baccifera
6280,CR16,85,CR16-85,Urticaceae,Cecropia,Cecropia_garciae
6281,CR16,86,CR16-86,Malvaceae,Theobroma,Theobroma_cacao
6282,CR16,87,CR16-87,Melastomataceae,Miconia,Miconia_conocuatrecasii
6283,CR16,88,CR16-88,Malvaceae,Theobroma,Theobroma_cacao
6284,CR16,89,CR16-89,Malvaceae,Theobroma,Theobroma_cacao
6285,CR16,90,CR16-90,Euphorbiaceae,Alchorneopsis,Alchorneopsis_floribunda
6286,CR16,91,CR16-91,Salicaceae,Casearia,Casearia_mariquitensis
6287,CR16,92,CR16-92,Malvaceae,Theobroma,Theobroma_cacao
6288,CR16,93,CR16-93,Melastomataceae,Miconia,Miconia_multiplicata
6289,CR16,94,CR16-94,Urticaceae,Cecropia,Cecropia_hispidissima
6290,CR16,95,CR16-95,Malvaceae,Theobroma,Theobroma_cacao
6291,CR16,96,CR16-96,Asteraceae,Vernonanthura,Vernonanthura_patens
6292,CR16,97,CR16-97,Asteraceae,Vernonanthura,Vernonanthura_patens
6293,CR16,98,CR16-98,Hypericaceae,Vismia,Vismia_baccifera
6294,CR16,99,CR16-99,Rubiaceae,Pentagonia,Pentagonia_macrophylla
6295,CR16,100,CR16-100,Malvaceae,Theobroma,Theobroma_cacao
6296,CR16,101,CR16-101,Malvaceae,Theobroma,Theobroma_cacao
6297,CR16,102,CR16-102,Urticaceae,Cecropia,Cecropia_hispidissima
6298,CR16,103,CR16-103,Urticaceae,Cecropia,Cecropia_hispidissima
6299,CR16,104,CR16-104,Urticaceae,Cecropia,Cecropia_hispidissima
6300,CR16,105,CR16-105,Malvaceae,Theobroma,Theobroma_cacao
6301,CR16,106,CR16-106,Rubiaceae,Palicourea,Palicourea_pseudaxillaris
6302,CR16,107,CR16-107,Hypericaceae,Vismia,Vismia_baccifera
6303,CR16,108,CR16-108,Rubiaceae,Palicourea,Palicourea_pseudaxillaris
6304,CR16,109,CR16-109,Urticaceae,Cecropia,Cecropia_hispidissima
6305,CR16,110,CR16-110,Urticaceae,Cecropia,Cecropia_hispidissima
6306,CR16,111,CR16-111,Malvaceae,Theobroma,Theobroma_cacao
6307,CR16,112,CR16-112,Malvaceae,Quararibea,Quararibea_casasecae
6308,CR16,113,CR16-113,Urticaceae,Cecropia,Cecropia_hispidissima
6309,CR16,114,CR16-114,Malvaceae,Theobroma,Theobroma_cacao
6310,CR16,115,CR16-115,Urticaceae,Cecropia,Cecropia_hispidissima
6311,CR16,116,CR16-116,Fabaceae,Inga,Inga_chartacea
6312,CR16,117,CR16-117,Rubiaceae,Pentagonia,Pentagonia_macrophylla
6313,CR16,118,CR16-118,Malvaceae,Theobroma,Theobroma_cacao
6314,CR16,119,CR16-119,Urticaceae,Cecropia,Cecropia_hispidissima
6315,CR16,120,CR16-120,Malvaceae,Theobroma,Theobroma_cacao
6316,PR36,1,PR36-1,Urticaceae,Cecropia,Cecropia_garciae
6317,PR36,2,PR36-2,Asteraceae,Vernonanthura,Vernonanthura_patens
6318,PR36,3,PR36-3,Salicaceae,Banara,Banara_guianensis
6319,PR36,4,PR36-4,Euphorbiaceae,Acalypha,Acalypha_diversifolia
6320,PR36,5,PR36-5,Cannabaceae,Trema,Trema_micrantha
6321,PR36,6,PR36-6,Urticaceae,Cecropia,Cecropia_garciae
6322,PR36,7,PR36-7,Cannabaceae,Trema,Trema_micrantha
6323,PR36,8,PR36-8,Dipentodontaceae,Perrottetia,Perrottetia_sessiliflora
6324,PR36,9,PR36-9,Urticaceae,Cecropia,Cecropia_hispidissima
6325,PR36,10,PR36-10,Urticaceae,Cecropia,Cecropia_garciae
6326,PR36,11,PR36-11,Cannabaceae,Trema,Trema_micrantha
6327,PR36,12,PR36-12,Cannabaceae,Trema,Trema_micrantha
6328,PR36,13,PR36-13,Urticaceae,Cecropia,Cecropia_insignis
6329,PR36,14,PR36-14,Urticaceae,Cecropia,Cecropia_hispidissima
6330,PR36,15,PR36-15,Cannabaceae,Trema,Trema_micrantha
6331,PR36,16,PR36-16,Cannabaceae,Trema,Trema_micrantha
6332,PR36,17,PR36-17,Urticaceae,Cecropia,Cecropia_insignis
6333,PR36,18,PR36-18,Urticaceae,Cecropia,Cecropia_garciae
6334,PR36,19,PR36-19,Urticaceae,Cecropia,Cecropia_hispidissima
6335,PR36,20,PR36-20,Urticaceae,Cecropia,Cecropia_insignis
6336,PR36,21,PR36-21,Salicaceae,Banara,Banara_guianensis
6337,PR36,22,PR36-22,Salicaceae,Banara,Banara_guianensis
6338,PR36,23,PR36-23,Urticaceae,Cecropia,Cecropia_insignis
6339,PR36,24,PR36-24,Euphorbiaceae,Sapium,Sapium_laurifolium
6340,PR36,25,PR36-25,Rubiaceae,Isertia,Isertia_pittieri
6341,PR36,26,PR36-26,Salicaceae,Banara,Banara_guianensis
6342,PR36,27,PR36-27,Urticaceae,Cecropia,Cecropia_insignis
6343,PR36,28,PR36-28,Moraceae,Sapium,Sapium_laurifolium
6344,PR36,29,PR36-29,NA,NA,NA
6345,PR36,30,PR36-30,Urticaceae,Cecropia,Cecropia_garciae
6346,PR36,31,PR36-31,Cannabaceae,Trema,Trema_micrantha
6347,PR36,32,PR36-32,Salicaceae,Banara,Banara_guianensis
6348,PR36,33,PR36-33,Moraceae,Ficus,Ficus_brevibracteata
6349,PR36,34,PR36-34,Urticaceae,Cecropia,Cecropia_insignis
6350,PR36,35,PR36-35,Urticaceae,Cecropia,Cecropia_insignis
6351,PR36,36,PR36-36,Cyatheaceae,Cyathea,Cyathea_sp.1
6352,PR36,37,PR36-37,Salicaceae,Banara,Banara_guianensis
6353,PR36,38,PR36-38,Salicaceae,Banara,Banara_guianensis
6354,PR36,39,PR36-39,Cannabaceae,Trema,Trema_micrantha
6355,PR36,40,PR36-40,Hypericaceae,Vismia,Vismia_baccifera
6356,PR36,41,PR36-41,Urticaceae,Cecropia,Cecropia_hispidissima
6357,PR36,42,PR36-42,Cannabaceae,Trema,Trema_micrantha
6358,PR36,43,PR36-43,Cannabaceae,Trema,Trema_micrantha
6359,PR36,44,PR36-44,Urticaceae,Cecropia,Cecropia_insignis
6360,PR36,45,PR36-45,Rubiaceae,Pentagonia,Pentagonia_macrophylla
6361,PR36,46,PR36-46,Urticaceae,Cecropia,Cecropia_insignis
6362,PR36,47,PR36-47,Cyatheaceae,Cyathea,Cyathea_sp.1
6363,PR36,48,PR36-48,Urticaceae,Cecropia,Cecropia_insignis
6364,PR36,49,PR36-49,Salicaceae,Banara,Banara_guianensis
6365,PR36,50,PR36-50,Urticaceae,Cecropia,Cecropia_hispidissima
6366,PR36,51,PR36-51,Urticaceae,Cecropia,Cecropia_hispidissima
6367,PR36,52,PR36-52,Cannabaceae,Trema,Trema_micrantha
6368,PR36,53,PR36-53,Cannabaceae,Trema,Trema_micrantha
6369,PR36,54,PR36-54,Cannabaceae,Trema,Trema_micrantha
6370,PR36,55,PR36-55,Cyatheaceae,Cyathea,Cyathea_sp.1
6371,PR36,56,PR36-56,Urticaceae,Cecropia,Cecropia_insignis
6372,PR36,57,PR36-57,Cannabaceae,Trema,Trema_micrantha
6373,PR36,58,PR36-58,Cannabaceae,Trema,Trema_micrantha
6374,PR36,59,PR36-59,Hypericaceae,Vismia,Vismia_baccifera
6375,PR36,60,PR36-60,Urticaceae,Cecropia,Cecropia_insignis
6376,PR36,61,PR36-61,Cyatheaceae,Cyathea,Cyathea_sp.1
6377,PR36,62,PR36-62,Cannabaceae,Trema,Trema_micrantha
6378,PR36,63,PR36-63,Cannabaceae,Trema,Trema_micrantha
6379,PR36,64,PR36-64,Cyatheaceae,Cyathea,Cyathea_sp.1
6380,PR36,65,PR36-65,Cyatheaceae,Cyathea,Cyathea_sp.1
6381,PR36,66,PR36-66,Cannabaceae,Trema,Trema_micrantha
6382,PR36,67,PR36-67,Urticaceae,Cecropia,Cecropia_hispidissima
6383,PR36,68,PR36-68,Cannabaceae,Trema,Trema_micrantha
6384,PR36,69,PR36-69,Cannabaceae,Trema,Trema_micrantha
6385,PR36,70,PR36-70,Cannabaceae,Trema,Trema_micrantha
6386,PR36,71,PR36-71,Cannabaceae,Trema,Trema_micrantha
6387,PR36,72,PR36-72,Cannabaceae,Trema,Trema_micrantha
6388,PR36,73,PR36-73,Urticaceae,Cecropia,Cecropia_hispidissima
6389,PR36,74,PR36-74,Urticaceae,Cecropia,Cecropia_hispidissima
6390,PR36,75,PR36-75,Cannabaceae,Trema,Trema_micrantha
6391,PR36,76,PR36-76,Asteraceae,Vernonanthura,Vernonanthura_patens
6392,PR36,77,PR36-77,Urticaceae,Cecropia,Cecropia_hispidissima
6393,PR36,78,PR36-78,Urticaceae,Cecropia,Cecropia_insignis
6394,PR36,79,PR36-79,Cannabaceae,Trema,Trema_micrantha
6395,PR36,80,PR36-80,Urticaceae,Cecropia,Cecropia_insignis
6396,PR36,81,PR36-81,Urticaceae,Cecropia,Cecropia_hispidissima
6397,PR36,82,PR36-82,Urticaceae,Cecropia,Cecropia_hispidissima
6398,PR36,83,PR36-83,Urticaceae,Cecropia,Cecropia_insignis
6399,PR36,84,PR36-84,Cyatheaceae,Cyathea,Cyathea_sp.1
6400,PR36,85,PR36-85,Rubiaceae,Coffea,Coffea_arabica
6401,PR36,86,PR36-86,Cannabaceae,Trema,Trema_micrantha
6402,PR36,87,PR36-87,Urticaceae,Cecropia,Cecropia_garciae
6403,PR36,88,PR36-88,Cannabaceae,Trema,Trema_micrantha
6404,PR36,89,PR36-89,Cannabaceae,Trema,Trema_micrantha
6405,PR36,90,PR36-90,Urticaceae,Cecropia,Cecropia_hispidissima
6406,PR36,91,PR36-91,Urticaceae,Cecropia,Cecropia_insignis
6407,PR36,92,PR36-92,Cannabaceae,Trema,Trema_micrantha
6408,PR36,93,PR36-93,Urticaceae,Cecropia,Cecropia_insignis
6409,PR36,94,PR36-94,Cannabaceae,Trema,Trema_micrantha
6410,PR36,95,PR36-95,Cannabaceae,Trema,Trema_micrantha
6411,PR36,96,PR36-96,Cannabaceae,Trema,Trema_micrantha
6412,PR36,97,PR36-97,Sapindaceae,Allophylus,Allophylus_dodsonii
6413,PR36,98,PR36-98,Malvaceae,Quararibea,Quararibea_grandifolia
6414,PR36,99,PR36-99,Euphorbiaceae,Croton,Croton_lechleri
6415,PR36,100,PR36-100,Cannabaceae,Trema,Trema_micrantha
6416,PR36,101,PR36-101,Cannabaceae,Trema,Trema_micrantha
6417,PR36,102,PR36-102,Euphorbiaceae,Croton,Croton_lechleri
6418,PR36,103,PR36-103,Cannabaceae,Trema,Trema_micrantha
6419,PR36,104,PR36-104,Euphorbiaceae,Croton,Croton_lechleri
6420,PR36,105,PR36-105,Urticaceae,Cecropia,Cecropia_hispidissima
6421,PR36,106,PR36-106,Cannabaceae,Trema,Trema_micrantha
6422,PR36,107,PR36-107,Cannabaceae,Trema,Trema_micrantha
6423,PR36,108,PR36-108,Urticaceae,Cecropia,Cecropia_insignis
6424,PR36,109,PR36-109,Cannabaceae,Trema,Trema_micrantha
6425,PR36,110,PR36-110,Euphorbiaceae,Croton,Croton_lechleri
6426,PR36,111,PR36-111,Urticaceae,Cecropia,Cecropia_hispidissima
6427,PR36,112,PR36-112,Urticaceae,Cecropia,Cecropia_insignis
6428,PR36,113,PR36-113,Urticaceae,Cecropia,Cecropia_hispidissima
6429,PR36,114,PR36-114,Urticaceae,Cecropia,Cecropia_hispidissima
6430,PR36,115,PR36-115,Urticaceae,Cecropia,Cecropia_insignis
6431,PR36,116,PR36-116,Cannabaceae,Trema,Trema_micrantha
6432,PR36,117,PR36-117,Urticaceae,Cecropia,Cecropia_insignis
6433,PR36,118,PR36-118,Urticaceae,Cecropia,Cecropia_insignis
6434,PR36,119,PR36-119,Urticaceae,Cecropia,Cecropia_garciae
6435,PR36,120,PR36-120,Urticaceae,Cecropia,Cecropia_hispidissima
6436,PR36,121,PR36-121,Urticaceae,Cecropia,Cecropia_hispidissima
6437,PR36,122,PR36-122,Cannabaceae,Trema,Trema_micrantha
6438,PR36,123,PR36-123,Urticaceae,Cecropia,Cecropia_garciae
6439,PR36,124,PR36-124,Cannabaceae,Trema,Trema_micrantha
6440,PR36,125,PR36-125,Cannabaceae,Trema,Trema_micrantha
6441,PR36,126,PR36-126,Urticaceae,Cecropia,Cecropia_hispidissima
6442,PR36,127,PR36-127,Urticaceae,Cecropia,Cecropia_hispidissima
6443,PR36,128,PR36-128,Cannabaceae,Trema,Trema_micrantha
6444,PR36,129,PR36-129,Urticaceae,Cecropia,Cecropia_hispidissima
6445,PR36,130,PR36-130,Cannabaceae,Trema,Trema_micrantha
6446,PR36,131,PR36-131,Urticaceae,Cecropia,Cecropia_hispidissima
6447,PR36,132,PR36-132,Cannabaceae,Trema,Trema_micrantha
6448,PR36,133,PR36-133,Cannabaceae,Trema,Trema_micrantha
6449,PR36,134,PR36-134,Urticaceae,Cecropia,Cecropia_insignis
6450,PR36,135,PR36-135,Urticaceae,Cecropia,Cecropia_insignis
6451,PR36,136,PR36-136,Urticaceae,Cecropia,Cecropia_hispidissima
6452,PR36,137,PR36-137,Cannabaceae,Trema,Trema_micrantha
6453,PR36,138,PR36-138,Cyatheaceae,Cyathea,Cyathea_sp.1
6454,PR36,139,PR36-139,Cannabaceae,Trema,Trema_micrantha
6455,PR36,140,PR36-140,Cannabaceae,Trema,Trema_micrantha
6456,PR36,141,PR36-141,Urticaceae,Cecropia,Cecropia_insignis
6457,PR36,142,PR36-142,Urticaceae,Cecropia,Cecropia_insignis
6458,PR36,143,PR36-143,Urticaceae,Cecropia,Cecropia_insignis
6459,PR36,144,PR36-144,Urticaceae,Cecropia,Cecropia_insignis
6460,PR36,145,PR36-145,Salicaceae,Banara,Banara_guianensis
6461,PR36,146,PR36-146,Urticaceae,Cecropia,Cecropia_insignis
6462,PR36,147,PR36-147,Cannabaceae,Trema,Trema_micrantha
6463,PR36,148,PR36-148,Urticaceae,Cecropia,Cecropia_insignis
6464,PR36,149,PR36-149,Urticaceae,Cecropia,Cecropia_insignis
6465,CR17,1,CR17-1,Phyllanthaceae,Hieronyma,Hieronyma_alchorneoides
6466,CR17,2,CR17-2,Urticaceae,Cecropia,Cecropia_insignis
6467,CR17,3,CR17-3,Urticaceae,Cecropia,Cecropia_insignis
6468,CR17,4,CR17-4,Salicaceae,Banara,Banara_guianensis
6469,CR17,5,CR17-5,Urticaceae,Cecropia,Cecropia_hispidissima
6470,CR17,6,CR17-6,Rubiaceae,Pentagonia,Pentagonia_macrophylla
6471,CR17,7,CR17-7,Urticaceae,Cecropia,Cecropia_insignis
6472,CR17,8,CR17-8,Myristicaceae,Compsoneura,Compsoneura_atopa
6473,CR17,9,CR17-9,Salicaceae,Banara,Banara_guianensis
6474,CR17,10,CR17-10,Urticaceae,Cecropia,Cecropia_garciae
6475,CR17,11,CR17-11,Urticaceae,Cecropia,Cecropia_hispidissima
6476,CR17,12,CR17-12,Urticaceae,Cecropia,Cecropia_insignis
6477,CR17,13,CR17-13,Staphyleaceae,Turpinia,Turpinia_occidentalis
6478,CR17,14,CR17-14,Moraceae,Ficus,Ficus_brevibracteata
6479,CR17,15,CR17-15,Hypericaceae,Vismia,Vismia_baccifera
6480,CR17,16,CR17-16,Urticaceae,Cecropia,Cecropia_insignis
6481,CR17,17,CR17-17,Malvaceae,Apeiba,Apeiba_membranacea
6482,CR17,18,CR17-18,Moraceae,Ficus,Ficus_hartwegii
6483,CR17,19,CR17-19,Urticaceae,Cecropia,Cecropia_garciae
6484,CR17,20,CR17-20,Urticaceae,Cecropia,Cecropia_garciae
6485,CR17,21,CR17-21,Moraceae,Perebea,Perebea_xanthochyma
6486,CR17,22,CR17-22,Urticaceae,Cecropia,Cecropia_hispidissima
6487,CR17,23,CR17-23,Salicaceae,Banara,Banara_guianensis
6488,CR17,24,CR17-24,Urticaceae,Cecropia,Cecropia_insignis
6489,CR17,25,CR17-25,Fabaceae,Inga,Inga_jinicuil
6490,CR17,26,CR17-26,Urticaceae,Cecropia,Cecropia_insignis
6491,CR17,27,CR17-27,Urticaceae,Cecropia,Cecropia_hispidissima
6492,CR17,28,CR17-28,Salicaceae,Banara,Banara_guianensis
6493,CR17,29,CR17-29,Hypericaceae,Vismia,Vismia_baccifera
6494,CR17,30,CR17-30,Urticaceae,Cecropia,Cecropia_hispidissima
6495,CR17,31,CR17-31,Moraceae,Ficus,Ficus_brevibracteata
6496,CR17,32,CR17-32,Urticaceae,Cecropia,Cecropia_hispidissima
6497,CR17,33,CR17-33,Malvaceae,Theobroma,Theobroma_cacao
6498,CR17,34,CR17-34,Fabaceae,Inga,Inga_oerstediana
6499,CR17,35,CR17-35,Malvaceae,Theobroma,Theobroma_cacao
6500,CR17,36,CR17-36,Malvaceae,Theobroma,Theobroma_cacao
6501,CR17,37,CR17-37,Moraceae,Ficus,Ficus_pertusa
6502,CR17,38,CR17-38,Malvaceae,Theobroma,Theobroma_cacao
6503,CR17,39,CR17-39,Urticaceae,Cecropia,Cecropia_insignis
6504,CR17,40,CR17-40,Malvaceae,Theobroma,Theobroma_cacao
6505,CR17,41,CR17-41,Urticaceae,Cecropia,Cecropia_hispidissima
6506,CR17,42,CR17-42,Moraceae,Ficus,Ficus_jacobii
6507,CR17,43,CR17-43,Urticaceae,Cecropia,Cecropia_garciae
6508,CR17,44,CR17-44,Malvaceae,Quararibea,Quararibea_grandifolia
