Secuencia,Plot,Number,Code,Family,Genus,Species
3316,PR27,28,PR27-28,Staphyleaceae,Turpinia,Turpinia_occidentalis
3317,PR27,29,PR27-29,Fabaceae,Inga,Inga_thibaudiana
3318,PR27,30,PR27-30,Myristicaceae,Virola,Virola_reidii
3319,PR27,31,PR27-31,Rubiaceae,Palicourea,Palicourea_paratinctoria
3320,PR27,32,PR27-32,Fabaceae,Inga,Inga_leiocalycina
3321,PR27,33,PR27-33,Rubiaceae,Palicourea,Palicourea_paratinctoria
3322,PR27,34,PR27-34,Lauraceae,Aniba,Aniba_bracteata
3323,PR27,35,PR27-35,Staphyleaceae,Turpinia,Turpinia_occidentalis
3324,PR27,36,PR27-36,Annonaceae,Annona,Annona_edulis
3325,PR27,37,PR27-37,Staphyleaceae,Turpinia,Turpinia_occidentalis
3326,PR27,38,PR27-38,Rubiaceae,Palicourea,Palicourea_paratinctoria
3327,PR27,39,PR27-39,Rubiaceae,Palicourea,Palicourea_paratinctoria
3328,PR27,40,PR27-40,Rubiaceae,Palicourea,Palicourea_paratinctoria
3329,PR27,41,PR27-41,Rubiaceae,Palicourea,Palicourea_paratinctoria
3330,PR27,42,PR27-42,Rubiaceae,Palicourea,Palicourea_paratinctoria
3331,PR27,43,PR27-43,Myristicaceae,Virola,Virola_reidii
3332,PR27,44,PR27-44,Hypericaceae,Vismia,Vismia_baccifera
3333,PR27,45,PR27-45,Staphyleaceae,Turpinia,Turpinia_occidentalis
3334,PR27,46,PR27-46,Staphyleaceae,Turpinia,Turpinia_occidentalis
3335,PR27,47,PR27-47,Melastomataceae,Miconia,Miconia_sp.4
3336,PR27,48,PR27-48,Melastomataceae,Miconia,Miconia_sp.4
3337,PR27,49,PR27-49,Myristicaceae,Virola,Virola_reidii
3338,PR27,50,PR27-50,Melastomataceae,Miconia,Miconia_sp.4
3339,PR27,51,PR27-51,Melastomataceae,Miconia,Miconia_sp.4
3340,PR27,52,PR27-52,Simaroubaceae,Simarouba,Simarouba_amara
3341,PR27,53,PR27-53,Rubiaceae,Palicourea,Palicourea_paratinctoria
3342,PR27,54,PR27-54,Pentaphylacaceae,Freziera,Freziera_calophylla
3343,PR27,55,PR27-55,Urticaceae,Coussapoa,Coussapoa_villosa
3344,PR27,56,PR27-56,Malvaceae,Huberodendron,Huberodendron_patinoi
3345,PR27,57,PR27-57,Melastomataceae,Miconia,Miconia_sp.4
3346,PR27,58,PR27-58,Myristicaceae,Virola,Virola_reidii
3347,PR27,59,PR27-59,Cannabaceae,Trema,Trema_micrantha
3348,PR27,60,PR27-60,Fabaceae,Inga,Inga_leiocalycina
3349,PR27,61,PR27-61,Bignoniaceae,Jacaranda,Jacaranda_copaia
3350,PR27,62,PR27-62,Fabaceae,Inga,Inga_leiocalycina
3351,PR27,63,PR27-63,Cannabaceae,Trema,Trema_micrantha
3352,PR27,64,PR27-64,Staphyleaceae,Turpinia,Turpinia_occidentalis
3353,PR27,65,PR27-65,Staphyleaceae,Turpinia,Turpinia_occidentalis
3354,PR27,66,PR27-66,Moraceae,Brosimum,Brosimum_guianense
3355,PR27,67,PR27-67,Bignoniaceae,Jacaranda,Jacaranda_copaia
3356,PR27,68,PR27-68,Moraceae,Brosimum,Brosimum_guianense
3357,PR27,69,PR27-69,Myristicaceae,Virola,Virola_reidii
3358,PR27,70,PR27-70,NA,NA,NA
3359,PR27,71,PR27-71,Myristicaceae,Virola,Virola_sebifera
3360,PR27,72,PR27-72,Myristicaceae,Virola,Virola_pavonis
3361,PR27,73,PR27-73,Rubiaceae,Palicourea,Palicourea_paratinctoria
3362,PR27,74,PR27-74,Melastomataceae,Miconia,Miconia_centronioides
3363,PR27,75,PR27-75,Myristicaceae,Virola,Virola_sebifera
3364,PR27,76,PR27-76,Myristicaceae,Virola,Virola_reidii
3365,PR27,77,PR27-77,Myristicaceae,Virola,Virola_reidii
3366,PR27,78,PR27-78,Elaeocarpaceae,Sloanea,Sloanea_multiflora
3367,PR27,79,PR27-79,Arecaceae,Wettinia,Wettinia_quinaria
3368,PR27,80,PR27-80,Melastomataceae,Miconia,Miconia_sp.4
3369,PR27,81,PR27-81,Arecaceae,Wettinia,Wettinia_quinaria
3370,PR27,82,PR27-82,Rubiaceae,Palicourea,Palicourea_paratinctoria
3371,PR27,83,PR27-83,Melastomataceae,Miconia,Miconia_centronioides
3372,PR27,84,PR27-84,Melastomataceae,Miconia,Miconia_sp.4
3373,PR27,85,PR27-85,Arecaceae,Prestoea,Prestoea_ensiformis
3374,PR27,86,PR27-86,NA,NA,NA
3375,PR27,87,PR27-87,Melastomataceae,Miconia,Miconia_centronioides
3376,PR27,88,PR27-88,Myristicaceae,Virola,Virola_reidii
3377,PR27,89,PR27-89,Myristicaceae,Virola,Virola_sebifera
3378,PR27,90,PR27-90,Myristicaceae,Virola,Virola_reidii
3379,PR27,91,PR27-91,Myristicaceae,Virola,Virola_reidii
3380,PR27,92,PR27-92,NA,NA,NA
3381,PR27,93,PR27-93,Staphyleaceae,Turpinia,Turpinia_occidentalis
3382,PR27,94,PR27-94,Simaroubaceae,Simarouba,Simarouba_amara
3383,PR27,95,PR27-95,Rubiaceae,Isertia,Isertia_pittieri
3384,PR27,96,PR27-96,Rubiaceae,Isertia,Isertia_pittieri
3385,PR27,97,PR27-97,Staphyleaceae,Turpinia,Turpinia_occidentalis
3386,PR27,98,PR27-98,Staphyleaceae,Turpinia,Turpinia_occidentalis
3387,PR27,99,PR27-99,Cannabaceae,Trema,Trema_micrantha
3388,PR27,100,PR27-100,Melastomataceae,Miconia,Miconia_sp.4
3389,PR27,101,PR27-101,Simaroubaceae,Simarouba,Simarouba_amara
3390,PR27,102,PR27-102,Cannabaceae,Trema,Trema_micrantha
3391,PR27,103,PR27-103,Staphyleaceae,Turpinia,Turpinia_occidentalis
3392,PR27,104,PR27-104,Hypericaceae,Vismia,Vismia_baccifera
3393,PR27,105,PR27-105,Rubiaceae,Isertia,Isertia_pittieri
3394,PR27,106,PR27-106,Melastomataceae,Miconia,Miconia_sp.4
3395,PR27,107,PR27-107,Asteraceae,Vernonanthura,Vernonanthura_patens
3396,PR27,108,PR27-108,Melastomataceae,Miconia,Miconia_sp.4
3397,PR27,109,PR27-109,Melastomataceae,Miconia,Miconia_sp.4
3398,PR27,110,PR27-110,Melastomataceae,Miconia,Miconia_sp.4
3399,PR27,111,PR27-111,Cannabaceae,Trema,Trema_micrantha
3400,PR27,112,PR27-112,NA,NA,NA
3401,PR27,113,PR27-113,Hypericaceae,Vismia,Vismia_baccifera
3402,PR27,114,PR27-114,Hypericaceae,Vismia,Vismia_baccifera
3403,PR27,115,PR27-115,Hypericaceae,Vismia,Vismia_baccifera
3404,PR27,116,PR27-116,Melastomataceae,Miconia,Miconia_centronioides
3405,PR27,117,PR27-117,Cannabaceae,Trema,Trema_micrantha
3406,PR27,118,PR27-118,Hypericaceae,Vismia,Vismia_baccifera
3407,PR27,119,PR27-119,Bignoniaceae,Jacaranda,Jacaranda_copaia
3408,PR27,120,PR27-120,Bignoniaceae,Jacaranda,Jacaranda_copaia
3409,PR27,121,PR27-121,Melastomataceae,Miconia,Miconia_laxivenula
3410,PR27,122,PR27-122,Melastomataceae,Miconia,Miconia_laxivenula
3411,PR27,123,PR27-123,Melastomataceae,Miconia,Miconia_laxivenula
3412,PR27,124,PR27-124,Staphyleaceae,Turpinia,Turpinia_occidentalis
3413,PR27,125,PR27-125,Fabaceae,Cojoba,Cojoba_arborea
3414,PR27,126,PR27-126,Rubiaceae,Palicourea,Palicourea_paratinctoria
3415,PR27,127,PR27-127,Melastomataceae,Miconia,Miconia_centronioides
3416,PR27,128,PR27-128,NA,NA,NA
3417,PR27,129,PR27-129,Myristicaceae,Virola,Virola_reidii
3418,PR27,130,PR27-130,Rubiaceae,Palicourea,Palicourea_paratinctoria
3419,PR27,131,PR27-131,Melastomataceae,Miconia,Miconia_sp.4
3420,PR27,132,PR27-132,Moraceae,Ficus,Ficus_pertusa
3421,PR27,133,PR27-133,Salicaceae,Tetrathylacium,Tetrathylacium_macrophyllum
3422,PR27,134,PR27-134,Urticaceae,Coussapoa,Coussapoa_contorta
3423,PR27,135,PR27-135,Urticaceae,Coussapoa,Coussapoa_contorta
3424,PR27,136,PR27-136,Arecaceae,Iriartea,Iriartea_deltoidea
3425,PR27,137,PR27-137,Salicaceae,Tetrathylacium,Tetrathylacium_macrophyllum
3426,PR27,138,PR27-138,Rubiaceae,Palicourea,Palicourea_paratinctoria
3427,PR27,139,PR27-139,Cannabaceae,Trema,Trema_micrantha
3428,PR27,140,PR27-140,Rubiaceae,Palicourea,Palicourea_paratinctoria
3429,PR27,141,PR27-141,Rubiaceae,Isertia,Isertia_pittieri
3430,PR27,142,PR27-142,Rubiaceae,Palicourea,Palicourea_paratinctoria
3431,OG42,1,OG42-1,Lauraceae,Endlicheria,Endlicheria_formosa
3432,OG42,2,OG42-2,Urticaceae,Pourouma,Pourouma_guianensis
3433,OG42,3,OG42-3,Fabaceae,Inga,Inga_chocoensis
3434,OG42,4,OG42-4,Urticaceae,Cecropia,Cecropia_insignis
3435,OG42,5,OG42-5,Malvaceae,Huberodendron,Huberodendron_patinoi
3436,OG42,6,OG42-6,Nyctaginaceae,Neea,Neea_OG42-6
3437,OG42,7,OG42-7,Fabaceae,Inga,Inga_ruiziana
3438,OG42,8,OG42-8,Urticaceae,Pourouma,Pourouma_guianensis
3439,OG42,9,OG42-9,Lacistemataceae,Lozania,Lozania_klugii
3440,OG42,10,OG42-10,Meliaceae,Guarea,Guarea_macrophylla
3441,OG42,11,OG42-11,Myristicaceae,Virola,Virola_reidii
3442,OG42,12,OG42-12,Fabaceae,Inga,Inga_chocoensis
3443,OG42,13,OG42-13,Sapindaceae,Allophylus,Allophylus_dodsonii
3444,OG42,14,OG42-14,Fabaceae,Inga,Inga_thibaudiana
3445,OG42,15,OG42-15,Cordiaceae,Cordia,Cordia_fallax
3446,OG42,16,OG42-16,NA,NA,NA
3447,OG42,17,OG42-17,Staphyleaceae,Turpinia,Turpinia_occidentalis
3448,OG42,18,OG42-18,Rubiaceae,Pentagonia,Pentagonia_macrophylla
3449,OG42,19,OG42-19,Urticaceae,Cecropia,Cecropia_insignis
3450,OG42,20,OG42-20,Urticaceae,Cecropia,Cecropia_insignis
3451,OG42,21,OG42-21,Salicaceae,Casearia,Casearia_arborea
3452,OG42,22,OG42-22,Urticaceae,Cecropia,Cecropia_insignis
3453,OG42,23,OG42-23,Urticaceae,Cecropia,Cecropia_insignis
3454,OG42,24,OG42-24,Moraceae,Perebea,Perebea_xanthochyma
3455,OG42,25,OG42-25,Salicaceae,Banara,Banara_guianensis
3456,OG42,26,OG42-26,Euphorbiaceae,Mabea,Mabea_occidentalis
3457,OG42,27,OG42-27,Rubiaceae,Palicourea,Palicourea_paratinctoria
3458,OG42,28,OG42-28,Malpighiaceae,Bunchosia,Bunchosia_argentea
3459,OG42,29,OG42-29,Malvaceae,Sterculia,Sterculia_colombiana
3460,OG42,30,OG42-30,Sapotaceae,Pouteria,Pouteria_gigantea
3461,OG42,31,OG42-31,Myristicaceae,Otoba,Otoba_novogranatensis
3462,OG42,32,OG42-32,Arecaceae,Wettinia,Wettinia_quinaria
3463,OG42,33,OG42-33,Arecaceae,Iriartea,Iriartea_deltoidea
3464,OG42,34,OG42-34,Arecaceae,Wettinia,Wettinia_quinaria
3465,OG42,35,OG42-35,,,
3466,OG42,36,OG42-36,Fabaceae,Inga,Inga_silanchensis
3467,OG42,37,OG42-37,Urticaceae,Pourouma,Pourouma_guianensis
3468,OG42,38,OG42-38,Salicaceae,Casearia,Casearia_ulmifolia
3469,OG42,39,OG42-39,Malvaceae,Apeiba,Apeiba_membranacea
3470,OG42,40,OG42-40,NA,NA,NA
3471,OG42,41,OG42-41,Euphorbiaceae,Croton,Croton_tessmannii
3472,OG42,42,OG42-42,Urticaceae,Cecropia,Cecropia_insignis
3473,OG42,43,OG42-43,Rubiaceae,Agouticarpa,Agouticarpa_williamsii
3474,OG42,44,OG42-44,Myristicaceae,Otoba,Otoba_novogranatensis
3475,OG42,45,Henriettella sp.1,Melastomataceae,Henriettea,Henriettea_sp.1
3476,OG42,46,OG42-46,Fabaceae,Inga,Inga_spectabilis
3477,OG42,47,OG42-47,Arecaceae,Iriartea,Iriartea_deltoidea
3478,OG42,48,OG42-48,Moraceae,Ficus,Ficus_brevibracteata
3479,OG42,49,OG42-49,Schlegeliaceae,Exarata,Exarata_chocoensis
3480,OG42,50,OG42-50,Meliaceae,Carapa,Carapa_megistocarpa
3481,OG42,51,OG42-51,Malvaceae,Apeiba,Apeiba_membranacea
3482,OG42,52,OG42-52,Myristicaceae,Otoba,Otoba_novogranatensis
3483,OG42,53,OG42-53,Meliaceae,Trichilia,Trichilia_pallida
3484,OG42,54,OG42-54,Fabaceae,Inga,Inga_spectabilis
3485,OG42,55,OG42-55,Meliaceae,Guarea,Guarea_guidonia
3486,OG42,56,OG42-56,Sapotaceae,Pouteria,Pouteria_caimito
3487,OG42,57,OG42-57,Staphyleaceae,Turpinia,Turpinia_occidentalis
3488,OG42,58,OG42-58,Rubiaceae,Posoqueria,Posoqueria_coriacea
3489,OG42,59,OG42-59,Fabaceae,Inga,Inga_edulis
3490,OG42,60,OG42-60,Fabaceae,Inga,Inga_jinicuil
3491,OG42,61,OG42-61,Fabaceae,Inga,Inga_spectabilis
3492,OG42,62,OG42-62,Fabaceae,Inga,Inga_jinicuil
3493,OG42,63,OG42-63,Fabaceae,Inga,Inga_spectabilis
3494,OG42,64,OG42-64,Meliaceae,Guarea,Guarea_guidonia
3495,OG42,65,OG42-65,Fabaceae,Inga,Inga_spectabilis
3496,OG42,66,OG42-66,Staphyleaceae,Turpinia,Turpinia_occidentalis
3497,OG42,67,OG42-67,Fabaceae,Swartzia,Swartzia_haughtii
3498,OG42,68,OG42-68,Lecythidaceae,Gustavia,Gustavia_hexapetala
3499,OG42,69,OG42-69,Moraceae,Perebea,Perebea_xanthochyma
3500,OG42,70,OG42-70,Arecaceae,Iriartea,Iriartea_deltoidea
3501,OG42,71,OG42-71,Nyctaginaceae,Neea,Neea_parviflora
3502,OG42,72,OG42-72,,OG42-72,OG42-72
3503,OG42,73,OG42-73,Urticaceae,Pourouma,Pourouma_guianensis
3504,OG42,74,OG42-74,Meliaceae,Guarea,Guarea_guidonia
3505,OG42,75,OG42-75,Malvaceae,Matisia,Matisia_giacomettoi
3506,OG42,76,OG42-76,Arecaceae,Wettinia,Wettinia_quinaria
3507,OG42,77,OG42-77,Arecaceae,Wettinia,Wettinia_quinaria
3508,OG42,78,OG42-78,Burseraceae,Protium,Protium_colombianum
3509,OG42,79,OG42-79,Lecythidaceae,Grias,Grias_peruviana
3510,OG42,80,OG42-80,Moraceae,Poulsenia,Poulsenia_armata
3511,OG42,81,OG42-81,Elaeocarpaceae,Sloanea,Sloanea_floribunda
3512,OG42,82,OG42-82,Urticaceae,Cecropia,Cecropia_insignis
3513,OG42,83,OG42-83,Urticaceae,Cecropia,Cecropia_insignis
3514,OG42,84,OG42-84,Moraceae,Perebea,Perebea_xanthochyma
3515,OG42,85,OG42-85,NA,NA,NA
3516,OG42,86,OG42-86,NA,NA,NA
3517,OG42,87,OG42-87,Sapotaceae,Pouteria,Pouteria_reticulata
3518,OG42,88,OG42-88,Fabaceae,Inga,Inga_jinicuil
3519,OG42,89,OG42-89,Arecaceae,Iriartea,Iriartea_deltoidea
3520,OG42,90,OG42-90,Fabaceae,Inga,Inga_jinicuil
3521,OG42,91,OG42-91,Urticaceae,Pourouma,Pourouma_guianensis
3522,OG42,92,OG42-92,Moraceae,Perebea,Perebea_xanthochyma
3523,OG42,93,OG42-93,Elaeocarpaceae,Sloanea,Sloanea_guianensis
3524,OG42,94,OG42-94,Myristicaceae,Virola,Virola_elongata
3525,OG42,95,OG42-95,Urticaceae,Pourouma,Pourouma_guianensis
3526,OG42,96,OG42-96,Fabaceae,Inga,Inga_acreana
3527,OG42,97,OG42-97,Staphyleaceae,Turpinia,Turpinia_occidentalis
3528,OG42,98,OG42-98,Malpighiaceae,Byrsonima,Byrsonima_ligustrifolia
3529,OG42,99,OG42-99,Sapotaceae,Pouteria,Pouteria_reticulata
3530,OG42,100,OG42-100,Urticaceae,Pourouma,Pourouma_guianensis
3531,OG42,101,OG42-101,Arecaceae,Wettinia,Wettinia_quinaria
3532,OG42,102,OG42-102,Staphyleaceae,Turpinia,Turpinia_occidentalis
3533,OG42,103,OG42-103,Fabaceae,Inga,Inga_jinicuil
3534,OG42,104,OG42-104,Myristicaceae,Otoba,Otoba_novogranatensis
3535,OG42,105,OG42-105,Meliaceae,Guarea,Guarea_macrophylla
3536,OG42,106,OG42-106,Moraceae,Perebea,Perebea_xanthochyma
3537,OG42,107,OG42-107,NA,NA,NA
3538,OG42,108,OG42-108,Urticaceae,Pourouma,Pourouma_guianensis
3539,OG42,109,OG42-109,Myristicaceae,Virola,Virola_reidii
3540,OG42,110,OG42-110,Fabaceae,Inga,Inga_jinicuil
3541,OG42,111,OG42-111,Arecaceae,Wettinia,Wettinia_quinaria
3542,OG42,112,OG42-112,Fabaceae,Inga,Inga_hayesii
3543,OG42,113,OG42-113,Meliaceae,Guarea,Guarea_kunthiana
3544,OG42,114,OG42-114,Arecaceae,Wettinia,Wettinia_quinaria
3545,OG42,115,OG42-115,Sapotaceae,Micropholis,Micropholis_melinoniana
3546,OG42,116,OG42-116,Arecaceae,Wettinia,Wettinia_quinaria
3547,OG42,117,OG42-117,Arecaceae,Iriartea,Iriartea_deltoidea
3548,OG42,118,OG42-118,Sapotaceae,Pouteria,Pouteria_reticulata
3549,OG42,119,OG42-119,Arecaceae,Wettinia,Wettinia_quinaria
3550,OG42,120,OG42-120,Rubiaceae,Coussarea,Coussarea_latifolia
3551,OG42,121,OG42-121,Rubiaceae,Guettarda,Guettarda_sanblasensis
3552,OG42,122,OG42-122,Malvaceae,Quararibea,Quararibea_grandifolia
3553,OG42,123,OG42-123,Violaceae,Gloeospermum,Gloeospermum_grandifolium
3554,OG42,124,OG42-124,Arecaceae,Wettinia,Wettinia_quinaria
3555,OG42,125,OG42-125,Sapotaceae,Poulsenia,Poulsenia_armata
3556,OG42,126,OG42-126,Moraceae,Castilla,Castilla_elastica
3557,OG42,127,OG42-127,Arecaceae,Wettinia,Wettinia_quinaria
3558,OG42,128,OG42-128,Arecaceae,Wettinia,Wettinia_quinaria
3559,OG42,129,OG42-129,Arecaceae,Wettinia,Wettinia_quinaria
3560,OG42,130,OG42-130,Arecaceae,Wettinia,Wettinia_quinaria
3561,OG42,131,OG42-131,Arecaceae,Iriartea,Iriartea_deltoidea
3562,OG42,132,OG42-132,NA,NA,NA
3563,OG42,133,OG42-133,Rubiaceae,Agouticarpa,Agouticarpa_williamsii
3564,OG42,134,OG42-134,Rubiaceae,Palicourea,Palicourea_palenquensis
3565,OG42,135,OG42-135,Urticaceae,Cecropia,Cecropia_insignis
3566,OG42,136,OG42-136,Arecaceae,Wettinia,Wettinia_quinaria
3567,OG42,137,OG42-137,Arecaceae,Wettinia,Wettinia_quinaria
3568,OG42,138,OG42-138,Lecythidaceae,Grias,Grias_peruviana
3569,OG42,139,OG42-139,NA,NA,NA
3570,OG42,140,OG42-140,Thymelaeaceae,Daphnopsis,Daphnopsis_occulta
3571,OG42,141,OG42-141,Polygonaceae,Coccoloba,Coccoloba_mollis
3572,OG42,142,OG42-142,Araliaceae,Dendropanax,Dendropanax_oblonga
3573,OG42,143,OG42-143,Salicaceae,Casearia,Casearia_arborea
3574,OG42,144,OG42-144,Clusiaceae,Tovomita,Tovomita_longifolia
3575,OG42,145,OG42-145,Arecaceae,Iriartea,Iriartea_deltoidea
3576,OG42,146,OG42-146,Nyctaginaceae,Neea,Neea_divaricata
3577,OG42,147,OG42-147,Arecaceae,Iriartea,Iriartea_deltoidea
3578,OG42,148,OG42-148,Moraceae,Clarisia,Clarisia_biflora
3579,OG42,149,OG42-149,Fabaceae,Swartzia,Swartzia_haughtii
3580,OG42,150,OG42-150,Moraceae,Brosimum,Brosimum_utile
3581,OG42,151,OG42-151,Burseraceae,Dacryodes,Dacryodes_cupularis
3582,OG42,152,OG42-152,Arecaceae,Wettinia,Wettinia_quinaria
3583,OG42,153,OG42-153,Arecaceae,Iriartea,Iriartea_deltoidea
3584,OG42,154,OG42-154,Lauraceae,Aniba,Aniba_hostmanniana
3585,OG42,155,OG42-155,Urticaceae,Cecropia,Cecropia_hispidissima
3586,OG42,156,OG42-156,Fabaceae,Inga,Inga_thibaudiana
3587,OG42,157,OG42-157,Urticaceae,Cecropia,Cecropia_insignis
3588,OG42,158,OG42-158,NA,NA,NA
3589,OG42,159,OG42-159,Lecythidaceae,Grias,Grias_peruviana
3590,OG42,160,OG42-160,Burseraceae,Dacryodes,Dacryodes_cupularis
3591,OG42,161,OG42-161,Salicaceae,Casearia,Casearia_aculeata
3592,OG42,162,OG42-162,Urticaceae,Cecropia,Cecropia_hispidissima
3593,OG42,163,OG42-163,Staphyleaceae,Turpinia,Turpinia_occidentalis
3594,OG42,164,OG42-164,Sapotaceae,Micropholis,Micropholis_melinoniana
3595,OG42,165,OG42-165,Urticaceae,Pourouma,Pourouma_guianensis
3596,OG42,166,OG42-166,Myristicaceae,Otoba,Otoba_novogranatensis
3597,OG42,167,OG42-167,Lecythidaceae,Grias,Grias_peruviana
3598,OG42,168,OG42-168,Moraceae,Clarisia,Clarisia_biflora
3599,OG42,169,OG42-169,Fabaceae,Inga,Inga_hayesii
3600,OG42,170,OG42-170,Fabaceae,Swartzia,Swartzia_haughtii
3601,OG42,171,OG42-171,Myrtaceae,Calyptranthes,Calyptranthes_speciosa
3602,OG42,172,OG42-172,Cordiaceae,Hirtella,Hirtella_triandra
3603,OG42,173,OG42-173,Arecaceae,Wettinia,Wettinia_quinaria
3604,OG42,174,OG42-174,Urticaceae,Cecropia,Cecropia_hispidissima
3605,OG42,175,OG42-175,Burseraceae,Dacryodes,Dacryodes_cupularis
3606,OG42,176,OG42-176,Urticaceae,Cecropia,Cecropia_insignis
3607,OG42,177,OG42-177,Phyllanthaceae,Richeria,Richeria_grandis
3608,OG42,178,OG42-178,Rubiaceae,Genipa,Genipa_americana
3609,OG42,179,OG42-179,Malvaceae,Matisia,Matisia_giacomettoi
3610,OG42,180,OG42-180,Staphyleaceae,Turpinia,Turpinia_occidentalis
3611,OG42,181,OG42-181,Arecaceae,Wettinia,Wettinia_quinaria
3612,OG42,182,OG42-182,Arecaceae,Wettinia,Wettinia_quinaria
3613,OG42,183,OG42-183,Urticaceae,Pourouma,Pourouma_guianensis
3614,OG42,184,OG42-184,Arecaceae,Wettinia,Wettinia_quinaria
3615,OG42,185,OG42-185,Meliaceae,Guarea,Guarea_macrophylla
3616,OG42,186,OG42-186,Sapotaceae,Pouteria,Pouteria_lucumifolia
3617,OG42,187,OG42-187,Arecaceae,Iriartea,Iriartea_deltoidea
3618,OG42,188,OG42-188,Arecaceae,Wettinia,Wettinia_quinaria
3619,OG42,188,OG42-189,Annonaceae,Annona,Annona_manabiensis
3620,OG42,190,OG42-190,Lamiaceae,Aegiphila,Aegiphila_alba
3621,OG42,191,OG42-191,Nyctaginaceae,Neea,Neea_divaricata
3622,OG42,192,OG42-192,Lecythidaceae,Gustavia,Gustavia_serrata
3623,OG42,193,OG42-193,Staphyleaceae,Turpinia,Turpinia_occidentalis
3624,OG42,194,OG42-194,Melastomataceae,Miconia,Miconia_dorsiloba
3625,OG42,195,OG42-195,Schlegeliaceae,Exarata,Exarata_chocoensis
3626,OG42,196,OG42-196,Malvaceae,Quararibea,Quararibea_grandifolia
3627,OG42,197,OG42-197,Malvaceae,Theobroma,Theobroma_cacao
3628,OG42,198,OG42-198,Fabaceae,Inga,Inga_jinicuil
3629,OG42,199,OG42-199,Arecaceae,Wettinia,Wettinia_quinaria
3630,OG42,200,OG42-200,Arecaceae,Wettinia,Wettinia_quinaria
3631,OG42,201,OG42-201,Staphyleaceae,Turpinia,Turpinia_occidentalis
3632,OG42,202,OG42-202,Thymelaeaceae,Schoenobiblus,Schoenobiblus_panamensis
3633,OG42,203,OG42-203,Urticaceae,Pourouma,Pourouma_guianensis
3634,OG42,204,OG42-204,Moraceae,Brosimum,Brosimum_utile
3635,OG42,205,OG42-205,Meliaceae,Guarea,Guarea_macrophylla
3636,OG44,1,OG44-1,Euphorbiaceae,Mabea,Mabea_occidentalis
3637,OG44,2,OG44-2,Arecaceae,Wettinia,Wettinia_quinaria
3638,OG44,3,OG44-3,Rubiaceae,Palicourea,Palicourea_timbiquensis
3639,OG44,4,OG44-4,Lauraceae,Nectandra,Nectandra_guadaripo
3640,OG44,5,OG44-5,Cannabaceae,Trema,Trema_micrantha
3641,OG44,6,OG44-6,Cannabaceae,Trema,Trema_micrantha
3642,OG44,7,OG44-7,Urticaceae,Cecropia,Cecropia_insignis
3643,OG44,8,OG44-8,Moraceae,Castilla,Castilla_elastica
3644,OG44,9,OG44-9,Malvaceae,Apeiba,Apeiba_membranacea
3645,OG44,10,OG44-10,Moraceae,Perebea,Perebea_xanthochyma
3646,OG44,11,OG44-11,Myristicaceae,Virola,Virola_elongata
3647,OG44,12,OG44-12,Fabaceae,Inga,Inga_vera
3648,OG44,13,OG44-13,Sapindaceae,Allophylus,Allophylus_angustatus
3649,OG44,14,OG44-14,Rubiaceae,Palicourea,Palicourea_palenquensis
3650,OG44,15,OG44-15,Cordiaceae,Hirtella,Hirtella_latifolia
3651,OG44,16,OG44-16,Fabaceae,Macrolobium,Macrolobium_ischnocalyx
3652,OG44,17,OG44-17,Rubiaceae,Palicourea,Palicourea_timbiquensis
3653,OG44,18,OG44-18,Rubiaceae,Palicourea,Palicourea_timbiquensis
3654,OG44,19,OG44-19,Rubiaceae,Palicourea,Palicourea_timbiquensis
3655,OG44,20,OG44-20,Calophyllaceae,Marila,Marila_laxiflora
3656,OG44,21,OG44-21,Fabaceae,Inga,Inga_ruiziana
3657,OG44,22,OG44-22,Arecaceae,Wettinia,Wettinia_quinaria
3658,OG44,23,OG44-23,Moraceae,Naucleopsis,Naucleopsis_ulei
3659,OG44,24,OG44-24,Fabaceae,Inga,Inga_ruiziana
3660,OG44,25,OG44-25,Rubiaceae,Palicourea,Palicourea_timbiquensis
3661,OG44,26,OG44-26,NA,NA,NA
3662,OG44,27,OG44-27,Rubiaceae,Palicourea,Palicourea_timbiquensis
3663,OG44,28,OG44-28,Myristicaceae,Otoba,Otoba_novogranatensis
3664,OG44,29,OG44-29,Rubiaceae,Palicourea,Palicourea_timbiquensis
3665,OG44,30,OG44-30,Moraceae,Brosimum,Brosimum_guianense
3666,OG44,31,OG44-31,Meliaceae,Carapa,Carapa_guianensis
3667,OG44,32,OG44-32,Melastomataceae,Miconia,Miconia_laxivenula
3668,OG44,33,OG44-33,Euphorbiaceae,Mabea,Mabea_occidentalis
3669,OG44,34,OG44-34,Rubiaceae,Palicourea,Palicourea_timbiquensis
3670,OG44,35,OG44-35,Rubiaceae,Palicourea,Palicourea_timbiquensis
3671,OG44,36,OG44-36,Melastomataceae,Miconia,Miconia_laxivenula
3672,OG44,37,OG44-37,Rubiaceae,Palicourea,Palicourea_timbiquensis
3673,OG44,38,OG44-38,Araliaceae,Dendropanax,Dendropanax_arboreus
3674,OG44,39,OG44-39,Fabaceae,Inga,Inga_vismiifolia
3675,OG44,40,OG44-40,Sapotaceae,Pouteria,Pouteria_capacifolia
3676,OG44,41,OG44-41,Nyctaginaceae,Neea,Neea_parviflora
3677,OG44,42,OG44-42,Lauraceae,Nectandra,Nectandra_guadaripo
3678,OG44,43,OG44-43,Myristicaceae,Osteophloeum,Osteophloeum_platyspermum
3679,OG44,44,OG44-44,Rubiaceae,Palicourea,Palicourea_timbiquensis
