Plot,Number,Stem,Circumference,Height
CR18,13,,37.5,6.1
CR18,14,,27.2,5.3
CR18,15,,33.3,3.9
CR18,16,,25.6,3
CR18,17,,26.5,8.1
CR18,18,,26.9,5.6
CR18,19,,26.6,4.8
CR18,20,,29.5,3.9
CR18,21,,26.6,4.2
CR18,22,,28.5,19.8
CR18,23,,95.8,29.1
CR18,24,,47.5,4.2
CR18,25,,30.5,3.8
CR18,26,A,30.2,3.4
CR18,26,B,29.8,3
CR18,27,,36.5,3.2
CR18,28,,30.2,3.8
CR18,29,,29.7,7.4
CR18,30,,26.1,4.5
CR18,31,,31.3,7.8
CR18,32,,25.8,2.9
CR18,33,,28.6,9.5
CR18,34,,42.1,12.5
CR18,35,,31.8,10.1
CR18,36,,38.1,11.6
CR18,37,,89.5,24.8
CR18,38,,54.3,15.2
CR18,39,,76.2,18.7
CR18,40,,159.5,29.5
CR18,41,,43.2,12.1
CR18,42,,39.1,10.2
CR18,43,,70.4,15.8
CR18,44,,29.1,6.1
CR18,45,,54.5,16.3
CR18,46,,81.2,18.5
CR18,47,,29.8,10.7
CR18,48,,35.6,11.2
CR18,49,,32.3,10
CR18,50,,25.1,8.4
CR18,51,,39.3,11.2
CR18,52,,86.1,19.9
CR18,53,,44.9,16.5
CR18,54,,72.1,18.3
CR18,55,,37.8,11.6
CR18,56,,38.3,11.1
CR18,57,,38.4,10.5
CR18,58,,37.3,12.2
CR18,59,,33.5,10.8
CR18,60,,33.7,12.6
CR18,61,,32.1,10.8
CR18,62,A,34.2,11.1
CR18,62,B,28.7,10.3
CR18,63,,37.9,11.4
CR18,64,,29.2,9.8
CR18,65,,27.1,1.9
CR18,66,,31.2,2.1
CR18,67,,29.4,8.7
CR18,68,,67.5,15.4
CR18,69,,69.2,16.4
CR18,70,,44.1,12.5
CR18,71,,110.9,27.1
CR18,72,,163.2,26.9
CR18,73,,67.7,19
CR18,74,,47.1,18.7
CR18,75,,35.5,16.2
CR18,76,,66.2,19.8
CR18,77,,25.3,10.5
CR18,78,,30.8,12.3
CR18,79,,25.1,9.9
CR18,80,,27.2,3.7
CR18,81,,26.3,11
CR18,82,,29.1,12.1
CR18,83,,27.8,11.3
CR18,84,,27.3,4.5
CR18,85,,30.1,5.1
CR18,86,,25.4,3.9
CR18,87,,29.3,2.7
CR18,88,,30.5,3.4
CR18,89,,30.3,3.5
CR18,90,,29.1,3
CR18,91,,37.5,4.2
CR18,92,,25.8,3.8
CR18,93,,31.7,10.2
CR18,94,,35.3,10.9
CR18,95,,26.1,9.7
CR18,96,,33.8,10.5
CR18,97,,98.7,26.8
CR18,98,,82.3,19.2
CR18,99,,30.4,3.8
CR18,100,,31.7,4.1
CR18,101,,105.1,12.5
CR18,102,,30,9.2
CR18,103,,31.2,10.6
CR18,104,,99.4,19.9
CR18,105,,63.5,14.2
CR18,106,,34.2,2.9
CR18,107,,29.1,3.1
CR18,108,,39.5,13.5
CR18,109,,101.3,19.3
CR18,110,,38.5,5.6
CR18,111,,31.4,13.2
CR18,112,,58.8,18.7
CR18,113,,139.7,26.9
CR18,114,,34.9,2.6
CR18,115,,28.7,2.9
CR18,116,,101.8,20.5
CR18,117,,43.1,9.6
CR18,118,,27.8,1.9
CR18,119,,31.1,2.7
CR18,120,,29.8,2.5
CR18,121,,28.2,3.1
CR18,122,,32.8,2.7
CR18,123,,80.3,19.9
CR18,124,,260.9,30.2
CR18,125,,76.4,18.9
CR18,126,,42.5,14
CR18,127,,63.9,16.9
CR18,128,,35.5,11.2
CR18,129,,30.1,10.1
CR18,130,,27.2,9.6
CR18,131,,69.5,13.2
CR18,132,,27.2,2.5
CR18,133,,25.7,2.3
CR18,134,,25.2,2.7
CR18,135,,35.5,3.5
CR18,136,,62.3,14.5
CR18,137,,54.1,15.2
CR18,138,,30.6,5.9
CR18,139,,28.2,4.5
CR18,140,,30.1,3.8
CR18,141,,27.7,3.3
CR18,142,,29.1,2.1
CR18,143,,27.3,2.9
OG28,1,,36.2,14.8
OG28,2,,31.5,15
OG28,3,,34.4,10.6
OG28,4,,35,9.5
OG28,5,,55.2,6.9
OG28,6,,25.1,9.4
OG28,7,,58.5,16.9
OG28,8,,55.5,17.4
OG28,9,,35.2,15.1
OG28,10,,39.3,15.3
OG28,11,,34.5,10.6
OG28,12,,33.7,6.8
OG28,13,,30.4,9.4
OG28,14,,91.2,18.7
OG28,15,,29.5,7.1
OG28,16,,300.3,38.2
OG28,17,,51.2,12.2
OG28,18,,58.9,17.5
OG28,19,,29.2,10.5
OG28,20,,27.3,6.3
OG28,21,,29.5,7.9
OG28,22,,37.4,12.1
OG28,23,,73.7,17.9
OG28,24,,31.2,12.3
OG28,25,,26.1,6
OG28,26,,240.3,32.7
OG28,27,,28.2,6.4
OG28,28,,37,12.2
OG28,29,,29.5,6.8
OG28,30,,30,10.5
OG28,31,,27.3,8.4
OG28,32,,28,9.1
OG28,33,,32.3,10.9
OG28,34,,29.2,10.9
OG28,35,,38.2,12.2
OG28,36,,88.5,20.3
OG28,37,,43,12.6
OG28,38,,70.2,22.8
OG28,39,,160.9,29.9
OG28,40,,47.3,10
OG28,41,,31.5,10.5
OG28,42,,45.2,13
OG28,43,,29.7,9.7
OG28,44,,66.5,19.5
OG28,45,,121.2,27.3
OG28,46,,35.5,10.9
OG28,47,,35.3,12.8
OG28,48,,44.2,14.8
OG28,49,,25.1,8.7
OG28,50,,30.3,10.3
OG28,51,,46,12.9
OG28,52,,39,14.6
OG28,53,,30.2,8.8
OG28,54,,29.5,9.9
OG28,55,,76.3,16.8
OG28,56,,130.7,25.6
OG28,57,,26.2,11.1
OG28,58,,102.5,25.5
OG28,59,,34.1,6.8
OG28,60,,54.7,12.4
OG28,61,,31.3,7.1
OG28,62,,34.2,12.3
OG28,63,,29.5,13.8
OG28,64,,33.5,10.9
OG28,65,,41.1,15.3
OG28,66,,32.5,14.9
OG28,67,,46.3,19.8
OG28,68,,34.1,8.9
OG28,69,,119.3,22.4
OG28,70,,53.5,7.4
OG28,71,,32,9.4
OG28,72,,42.5,11.1
OG28,73,,49.7,25.8
OG28,74,,29.2,9.5
OG28,75,,35.5,14.2
OG28,76,,29.2,11.3
OG28,77,,50.3,16.2
OG28,78,,249.7,30.9
OG28,79,,38.5,13.6
OG28,80,,31.4,9.7
OG28,81,,101.3,22.7
OG28,82,,209.7,30.9
OG28,83,,30.1,10.5
OG28,84,,48,13.9
OG28,85,,49.2,19.6
OG28,86,,34.7,12.9
OG28,87,,42.5,13
OG28,88,,50.7,12.1
OG28,89,,82.3,19.8
OG28,90,,68.1,17.8
OG28,91,,29,8.1
OG28,92,,49.2,15.2
OG28,93,,54,16.9
OG28,94,,29.5,6.1
OG28,95,,106.2,21.1
OG28,96,,50.3,18.6
OG28,97,,76.5,17.3
OG28,98,,36.2,9.7
OG28,99,,30.3,12.5
OG28,100,,45.2,11.2
OG28,101,,94.3,9.5
OG28,102,,50.5,14.5
OG28,103,,46,14.7
OG28,104,,68.5,15.4
OG28,105,,59,16.2
OG28,106,,31,10.1
OG28,107,,29.2,10.5
OG28,108,,38.5,9.6
OG28,109,,43,10.6
OG28,110,,25.5,9.7
OG28,111,,40.3,18.3
OG28,112,,98.2,23.2
OG28,113,,59,16
OG28,114,,76.8,26.4
OG28,115,,40.3,9
OG28,116,,40.7,12.7
OG28,117,,53,13.1
OG28,118,,72.5,16.2
OG28,119,,37,11
OG28,120,,45.2,12.2
OG28,121,,46,11.5
OG28,122,,33.2,13.2
OG28,123,,158,24.9
OG28,124,,34,11
OG28,125,,103,20.5
OG28,126,,37,10.3
OG28,127,,150.9,29.6
OG28,128,,33,7.7
OG28,129,,26,8.8
OG28,130,,46.5,9.1
OG28,131,,29.1,8.4
OG28,132,,31.3,13.5
OG28,133,,117.1,19.9
OG28,134,,167.9,25.1
OG28,135,,32.5,14.3
OG28,136,,64.3,13.8
OG28,137,,380,39.8
OG28,138,,61.5,18.1
OG28,139,,36,15.1
OG28,140,,31.5,13.9
OG28,141,,48.7,14.5
OG28,142,,36.4,12.6
OG28,143,,89.3,23.7
OG28,144,,48.2,15.5
OG28,145,,48.7,13.5
OG28,146,,26.3,6.3
OG28,147,,40.9,16.4
OG28,148,,27.1,12.3
OG28,149,,30.5,10.3
OG28,150,,38.3,14
OG28,151,,40,10.8
OG28,152,,73.1,18.4
OG28,153,,70.5,17
OG28,154,,33.2,12.2
OG28,155,,39.6,14.4
OG28,156,,28,10
OG28,157,,238.7,34.2
OG28,158,,33.4,14.5
OG28,159,,37.4,12.6
OG28,160,,40.1,13.9
OG28,161,,89.5,24.7
OG28,162,,29.3,10.5
OG28,163,,42.3,11.5
OG28,164,,39.3,12.3
OG28,165,,43.7,14.6
OG28,166,,63.1,19.4
OG28,167,,34,8.3
OG28,168,,35,9.4
OG28,169,,41,12.2
OG28,170,,77,19.6
OG28,171,,37,8.5
OG28,172,,106.3,20.8
OG28,173,,26,12.7
OG28,174,,35,10.3
OG28,175,,45.2,14.2
OG28,176,,63.1,18.9
OG28,177,,205.9,34.8
OG28,178,,69.2,18.3
OG28,179,,79,22.9
OG28,180,,27.2,10.2
OG28,181,,31.1,9.8
OG28,182,,293,11.5
OG28,183,,91,19.8
OG28,184,,31.5,10.8
OG28,185,,52,15.9
OG28,186,,33.5,13.1
OG28,187,,33,10.5
OG28,188,,37,11.4
OG28,189,,25,10.2
OG28,190,,31.5,11.4
OG28,191,,51.2,15.5
OG28,192,,113.7,17.8
OG28,193,,94.2,22.9
OG28,194,,55.1,16.4
OG28,195,,30,13.3
OG28,196,,50.2,11.9
OG28,197,,35.1,9.5
OG28,198,,27.3,8.3
OG28,199,,26.1,9.9
OG28,200,,38.7,10.5
OG28,201,,29.1,11.2
OG28,202,,33,12.7
OG28,203,,25.2,8.3
OG28,204,,33,10.1
OG28,205,,27.7,9.2
OG28,206,,44,15.3
OG28,207,,27.1,10.6
OG28,208,,25.2,13
OG28,209,,39.2,11.9
OG28,210,,38.5,9.3
OG28,211,,33.1,10.6
OG28,212,,37.7,16.2
OG28,213,,48.5,15.2
OG28,214,,37.1,15.1
OG28,215,,28.5,8.7
OG28,216,,71,13.6
OG28,217,,42.1,8.8
OG28,218,,29.3,13.4
OG28,219,,47.3,16.4
OG28,220,,34.2,9.5
OG28,221,,275.2,34.8
OG28,222,,30.7,11.9
OG28,223,,34,11.8
OG28,224,,53,18.4
OG28,225,,92.1,12.3
OG28,226,,35.1,11.5
OG28,227,,48,12.1
OG28,228,,26.3,8.7
OG28,229,,79.2,18.4
OG28,230,,43,11.3
OG28,231,,36,12.5
OG28,232,,44.6,18
OG28,233,,37.1,14
OG28,234,,39,12.1
OG28,235,,35,5.9
OG28,236,,335.4,38.7
OG37,1,,187.4,31.8
OG37,2,,44.5,11.8
OG37,3,,43,19.4
OG37,4,,39.4,15
OG37,5,,53.2,14.1
OG37,6,,338.8,37.4
OG37,7,,57.2,12.2
OG37,8,,47.6,12.8
OG37,9,,105.4,22.3
OG37,10,,28.8,9.9
OG37,11,,26.1,9.5
OG37,12,,33.2,10.3
OG37,13,,68,17.4
OG37,14,,59.1,14.2
OG37,15,,64.3,17.4
OG37,16,,27.1,8.7
OG37,17,,116.6,25.9
OG37,18,,44.5,9.4
OG37,19,,34.1,13.1
OG37,20,,38.9,13.1
OG37,21,,28.4,6.5
OG37,22,,33.6,8.3
OG37,23,,36.1,7.9
OG37,24,,172.3,31.1
OG37,25,,56.6,10.7
OG37,26,,31.2,6.3
OG37,27,,37.4,7.5
OG37,28,,50.3,15.2
OG37,29,,32.4,11
OG37,30,,43.1,19.7
OG37,31,,38,12.9
OG37,32,,295.2,31.5
OG37,33,,41.1,9.3
OG37,34,,67.6,12.7
OG37,35,,55.9,19.1
OG37,36,,27.1,10.2
OG37,37,,28.2,6.9
OG37,38,,25.3,6.5
OG37,39,,45.8,14.4
OG37,40,,34.4,9.6
OG37,41,,47,16.4
OG37,42,,142.7,27.9
OG37,43,,35.2,6.9
OG37,44,,40.1,14.4
OG37,45,,105.3,27.7
OG37,46,,26.1,6.3
OG37,47,,75.2,22.2
OG37,48,,148.5,30.5
OG37,49,,44.1,5.9
OG37,50,,146.9,29.5
OG37,51,,50.4,22.7
OG37,52,,37.3,15.9
OG37,53,,37.8,12.4
OG37,54,,101.3,19.7
OG37,55,,43.2,13.9
OG37,56,,207.7,30.5
OG37,57,,38.1,9.9
OG37,58,,32.8,8.4
OG37,59,,61.2,17.2
OG37,60,,37.6,13.9
OG37,61,,236.9,33.1
OG37,62,,51.4,24.4
OG37,63,,46.6,23.1
OG37,64,,44.8,17.6
OG37,65,,40.8,17.5
OG37,66,,28.3,12.1
OG37,67,,37.6,17.9
OG37,68,,136.8,25.3
OG37,69,,40.4,10
OG37,70,,56.6,12.6
OG37,71,,28.1,8.4
OG37,72,,29.2,7.9
OG37,73,,27.4,5.3
OG37,74,,33.6,9.8
OG37,75,,224.9,35.6
OG37,76,,38.1,14.9
OG37,77,,47,16.7
OG37,78,,43.4,18.2
OG37,79,,57.2,15.6
OG37,80,,60.3,19.4
OG37,81,,122.8,29.1
OG37,82,,43.8,11.2
OG37,83,,37.1,13.1
OG37,84,,51.4,20.5
OG37,85,,28.6,9.8
OG37,86,,40.6,15.7
OG37,87,,37.1,11.2
OG37,88,,48.2,22.3
OG37,89,,28.6,11.5
OG37,90,,55.8,23.4
OG37,91,,40.8,17
OG37,92,,42.1,17.5
OG37,93,,105,25.9
OG37,94,,41.4,18.2
OG37,95,,48.1,12.9
OG37,96,,46.2,14.6
OG37,97,,34.3,10.5
OG37,98,,57.1,16.8
OG37,99,,27.3,9.2
OG37,100,,58.1,15.4
OG37,101,,92.8,23.6
OG37,102,,55.1,16.3
OG37,103,,108,15.6
OG37,104,,41.9,17.1
OG37,105,,26.1,8.4
OG37,106,,36.3,16.3
OG37,107,,32.6,8.9
OG37,108,,27.1,10
OG37,109,,32.2,8.2
OG37,110,,30.6,12.8
OG37,111,,49.6,16.2
OG37,112,,125.9,25.2
OG37,113,,250.7,31.7
OG37,114,,35.6,7.3
OG37,114,,36.2,12.1
OG37,115,,53.1,11.5
OG37,116,,330.9,24.7
OG37,117,,77.1,19.1
OG37,118,,28.6,9.2
OG37,119,,29.4,10
OG37,120,,42.1,7.4
OG37,121,,25.1,6.9
OG37,122,,31.4,10.3
OG37,123,,42.4,10.1
OG37,124,,49.8,20.4
OG37,125,,46.6,18.1
OG37,126,,50.1,21
OG37,127,,30,6.4
OG37,128,,35.6,13.1
OG37,129,,71.6,19.8
OG37,130,,49.2,18.7
OG37,131,,30.4,10.2
OG37,132,,39.1,16.7
OG37,133,,230.9,29.9
OG37,134,,27.6,8.8
OG37,135,,35.1,7.9
OG37,136,,51.6,17.4
OG37,137,,34.8,7.8
OG37,138,,44.5,13.9
OG37,139,,48.2,14
OG37,140,,45.4,13.8
OG37,141,,32.1,9.4
OG37,142,,37.8,18.2
OG37,143,,37.2,10.3
OG37,144,,32.1,12
OG37,144,,30.6,11.3
OG37,144,,29.3,10.6
OG37,145,,48.4,25.8
OG37,146,,196.9,27.1
OG37,147,,375.2,31.9
OG37,148,,33.6,6.5
OG37,149,,42.6,13.1
OG37,150,,41.9,19.3
OG37,151,,101.8,23.5
OG37,152,,30.1,5
OG37,153,,73.3,19.8
OG37,154,,98.5,22.5
OG37,155,,59.3,10.2
OG37,156,,38.2,12.6
OG37,157,,38.4,20.5
OG37,158,,36.2,15.1
OG37,159,,41.4,9.9
OG37,160,,30.1,11.2
OG37,161,,106.3,14.6
OG37,162,,31.4,10.7
OG37,163,,37.2,14.9
OG37,164,,34.8,10.5
OG37,165,,29.6,11
OG37,166,,46.8,8.5
OG37,167,,51.4,16.6
OG37,168,,63.2,11.5
OG37,169,,45.6,17.6
OG37,170,,26.1,7.2
OG37,171,,34.2,5.6
OG37,172,,59.8,13.1
OG37,173,,37.1,18.4
OG37,174,,52.8,22.5
OG37,175,,122.4,19.4
OG37,176,,321.7,30.5
OG37,177,,71.6,18.1
OG37,178,,37.1,5.2
OG37,179,,56.8,15.9
OG37,180,,43.2,17.6
OG37,181,,46.2,18.8
OG37,182,,119.1,27.9
OG37,183,,32.4,11.1
OG37,184,,33.2,12.4
OG37,185,,100.3,16.7
OG37,186,,35.1,13.5
OG37,187,,26.6,10.9
OG37,188,,53.1,13.2
OG37,189,,46.6,12
OG37,190,,36.1,10.9
OG37,191,,83.6,13.1
OG37,192,,31.3,9.8
OG37,193,,56.2,16.4
OG37,194,,25.4,6.3
OG37,195,,119.7,25.8
OG38,1,,46.2,9.2
OG38,2,,41.5,16.1
OG38,3,,60,20.7
OG38,4,,43.2,12.4
OG38,5,,37,14.2
OG38,6,,60.1,19.3
OG38,7,,73.1,20.8
OG38,8,,27.8,9.5
OG38,9,,33.4,12.6
OG38,10,,28.1,8.8
OG38,11,,54.4,12.9
OG38,12,,120.9,24.3
OG38,13,,30.3,11
OG38,14,,30.5,9.2
OG38,15,,66.4,17.9
OG38,16,,30.4,12
OG38,17,,27.6,13.2
OG38,18,,37.7,10.5
OG38,19,,36.2,13.6
OG38,20,,28.1,10
OG38,21,,60.4,16.1
OG38,22,,38.2,11.4
OG38,23,,50.2,17.2
OG38,24,,38.1,11.1
OG38,25,,50.2,18.1
OG38,26,,51.5,15.4
OG38,27,,27.5,9.8
OG38,28,,63.6,12.9
OG38,29,,36.4,11.2
OG38,30,,52.3,13.5
OG38,31,,59.7,14.1
OG38,32,,42,6.4
OG38,33,,27.5,7.5
OG38,34,,40.5,11.3
OG38,35,,62.3,16.4
OG38,36,,25,8.1
OG38,37,,39.7,14.9
OG38,38,,48.8,18.3
OG38,39,,39.5,14.2
OG38,40,,26.1,7.5
OG38,41,,160,25.8
OG38,42,,54.5,12.6
OG38,43,,26.4,10.7
OG38,44,,36.5,11.9
OG38,45,,108.5,11.2
OG38,46,,38.7,10.5
OG38,47,,28.2,8.9
OG38,48,,43.3,11.7
OG38,49,,59.8,12.9
OG38,50,,47.3,13.4
OG38,51,,54,10.8
OG38,52,,200,29.6
OG38,53,,32.5,9.6
OG38,54,,28.5,8.7
OG38,55,,52.5,15.2
OG38,56,,54.2,17.1
OG38,57,,92,16.4
OG38,58,,48.3,9.2
OG38,59,,49.2,16.8
OG38,60,,41.6,15.3
OG38,61,,44.5,10.5
OG38,62,,63.8,16.3
OG38,63,,25.2,9.8
OG38,64,,32.1,6.9
OG38,65,,43.5,13.6
OG38,66,,45.4,17.1
OG38,67,,27.1,8.7
OG38,68,,28.4,6.4
OG38,69,,57.6,13.1
OG38,70,,64.4,14.2
OG38,71,,110.2,15.1
OG38,72,,90.5,20.3
OG38,73,,54.2,9.5
OG38,74,,28.8,11.3
OG38,75,,78.2,19.8
OG38,76,,33.6,11.4
OG38,77,,32.6,8.7
OG38,78,,26,5.9
OG38,79,,29.3,7.3
OG38,80,,30.2,12.9
OG38,81,,36.2,8.7
OG38,82,,26.5,7.4
OG38,83,,140.1,25.1
OG38,84,,81.2,21.3
OG38,85,,28.5,8.9
OG38,86,,106.1,16.5
OG38,87,,28.6,12.1
OG38,88,,56.6,15.6
OG38,89,,39.3,13.4
OG38,90,,26.8,11.7
OG38,91,,29.5,12.1
OG38,92,,47.5,18
OG38,93,,145.2,19.3
OG38,94,,45.5,14.6
OG38,95,,93.5,19.2
OG38,96,,33.2,18.7
OG38,97,,28.8,8.6
OG38,98,,149,20.1
OG38,99,,39.2,11.8
OG38,100,,59,16.7
OG38,101,,29,11.4
OG38,102,,132.5,23.5
OG38,103,,75.5,19.8
OG38,104,,29.7,10.3
OG38,105,,33.3,8.4
OG38,106,,96.2,22.2
OG38,107,,44,12.5
OG38,108,,113,23.1
OG38,109,,46.2,12.5
OG38,110,,31.8,11.7
OG38,111,,41.2,14.6
OG38,112,,64.1,16.3
OG38,113,,128,26
OG38,114,,47,12.4
OG38,115,,33.4,9.8
OG38,116,,63.2,15.9
OG38,117,,50.8,13.5
OG38,118,,30.1,12.8
OG38,119,,160,24.3
OG38,120,,163,27.1
OG38,121,,26.1,9.5
OG38,122,,91.4,18.2
OG38,123,,36.1,9.4
OG38,124,,48.6,13.9
OG38,125,,33.5,12.8
OG38,126,,108.2,19.9
OG38,127,,48.5,14.3
OG38,128,,114,20.1
OG38,129,,79,15.2
OG38,130,,29,17
OG38,131,,91.2,19.5
OG38,132,,36.7,7.1
OG38,133,,85.1,19.9
OG38,134,,28.3,10.5
OG38,135,,36.8,9.4
OG38,136,,26.5,8
OG38,137,,57.8,14.5
OG38,138,,39.8,10
OG38,139,,48.5,11.7
OG38,14,,64.5,13
OG38,141,,41.5,13.5
OG38,142,,28.5,9.1
OG38,143,,43.2,10.1
OG38,144,,26,10.9
OG38,145,,46.3,19.8
OG38,146,,63.4,18.5
OG38,147,,67.5,14.9
OG38,148,,300,29.3
OG38,149,,50.5,16.5
OG39,1,,47.2,19.1
OG39,2,,36.5,17.2
OG39,3,,28.9,7.5
OG39,4,,160.4,19.6
OG39,5,,26.3,11.1
OG39,6,,212.9,28.6
OG39,7,,35.9,7.7
OG39,8,,132.2,24.5
OG39,9,,43.1,13.2
OG39,10,,48.6,13.8
OG39,11,,51.7,12.2
OG39,12,,83.2,16.5
OG39,13,,42.3,6.3
OG39,14,,40.8,20.7
OG39,15,,49.3,12.5
OG39,16,,42.6,17.7
OG39,17,,43.5,17.6
OG39,18,,26.3,7.2
OG39,19,,34.6,5.1
OG39,20,,25.3,7.7
OG39,21,,47.6,25.4
OG39,22,,30.8,6.9
OG39,23,,27.6,12.5
OG39,24,,46.1,16.2
OG39,25,,59.2,16.9
OG39,26,,39.5,11.1
OG39,27,,34.7,4.5
OG39,28,,46.1,18.2
OG39,29,,165.7,23
OG39,30,,30.3,12.5
OG39,31,,29.8,10.4
OG39,32,,50.7,13.3
OG39,33,,33.4,11.3
OG39,34,,197.3,24
OG39,35,,75.1,21
OG39,36,,84.6,14.4
OG39,37,,34.2,10.3
OG39,38,,33.6,10.8
OG39,39,,85.8,20.5
OG39,40,,43.7,17.7
OG39,41,,130,26.9
OG39,42,,29,17.5
OG39,43,,26.3,8.6
OG39,44,,28.9,10.3
OG39,45,,29.4,
OG39,46,,59.2,17
OG39,47,,46.3,14.2
OG39,48,,32.7,16
OG39,49,,31.2,11
OG39,50,,43.7,14
OG39,51,,36.1,7.3
OG39,52,,32.7,11.2
OG39,53,,191.6,35.6
OG39,54,,68.1,19.5
OG39,55,,57.4,16.3
OG39,56,,49.2,5.5
OG39,57,,81.1,24
OG39,58,,85.1,19.9
OG39,59,,102.3,19.4
OG39,60,,172.1,24.2
OG39,61,,36.3,10
OG39,62,,43.3,11.5
OG39,63,,130.1,21.2
OG39,64,,66.4,14.4
OG39,65,,36.5,15.5
OG39,66,,58.1,15.9
OG39,67,,58.2,25.6
OG39,68,,37.7,12.3
OG39,69,,107.1,25.2
OG39,70,,29.3,12
OG39,71,,34.3,13.1
OG39,72,,31.5,12.5
OG39,73,,207.4,37.3
OG39,74,,32.3,11.4
OG39,75,,74.7,21.4
OG39,76,,29.2,9
OG39,77,,35.2,10.8
OG39,78,,26.5,6.7
OG39,79,,46.7,8.9
OG39,80,,44.1,10.7
OG39,81,,47.8,14.4
OG39,82,,240.3,27.9
OG39,83,,194.3,27.5
OG39,84,,48.1,23.3
OG39,85,,29.4,10
OG39,86,,34.3,12.7
OG39,87,,42.3,10.4
OG39,88,,53.8,19.6
OG39,89,,35.6,11.8
OG39,90,,25.8,12.9
OG39,91,,25.1,11.4
OG39,92,,111.6,20.3
OG39,93,,36.9,11.3
OG39,94,,150.9,25.5
OG39,95,,29.3,7.2
OG39,96,,122.7,19.9
OG39,97,,99.6,13.7
OG39,98,,53.8,24
OG39,99,,33.1,9.4
OG39,100,,28.8,5.6
OG39,101,,32.7,12
OG39,102,,237.9,28.2
OG39,103,,46.1,13.8
OG39,104,,57.8,15.8
OG39,105,,35.9,8.3
OG39,106,,45,11.7
OG39,107,,213.7,14.5
OG39,108,,37.5,13.3
OG39,109,,44.4,8
OG39,110,,28.8,11.8
OG39,111,,39.2,14.1
OG39,112,,105.1,15.2
OG39,113,,62.7,13
OG39,114,,29.8,10.3
OG39,115,,28.7,8.5
OG39,116,,73.9,17.2
OG39,117,,172.5,18.7
OG39,118,,26.5,11
OG39,119,,191.3,21.6
OG39,120,,34.6,7.8
OG39,121,,89.2,
OG39,122,,26.1,6
OG39,123,,63.5,17.6
OG39,124,,47.7,14.5
OG39,125,,47.1,14.3
OG39,126,,45.6,13.7
OG39,127,,57.2,15.6
OG39,128,,54.1,13.8
OG39,129,,169.4,27.4
OG39,130,,80.3,6.6
OG39,131,,40.2,16.5
OG39,132,,39.5,12.8
OG39,133,,35.1,11.4
OG39,134,,197.1,23.9
OG39,135,,53.5,15.2
OG39,136,,32.1,6
OG39,137,,49.2,16.6
OG39,138,,38.1,7.1
OG39,139,,35.7,6.8
OG39,140,,42.3,15.9
OG39,141,,36.1,10.9
OG39,142,,61.8,13.9
OG39,143,,52.3,16.4
OG39,144,,190.7,32.3
OG39,145,,40.6,9
OG39,146,,72.1,19.2
OG39,147,,143.1,21.1
OG39,148,,48.3,17.6
OG39,149,,46.4,17.8
OG39,150,,207.4,22
OG39,151,,72.8,16.5
OG39,152,,50.7,10.7
OG39,153,,41.2,14.6
OG39,154,,67.7,15.3
OG39,155,,78,22.1
OG39,156,,83.8,9.8
OG39,157,,49.1,10
OG39,158,,40.8,6.4
OG39,159,,50.1,20.8
OG39,160,,35.8,5.7
OG39,161,,57.6,18.7
OG39,162,,37.9,11.8
OG39,163,,26.1,6
OG39,164,,76.2,21.5
OG39,165,,28.9,4.2
OG39,166,,29.5,5.8
OG39,167,,42.1,7.7
OG39,168,,96.2,15.4
OG39,169,,220.5,31.1
OG40,1,,39.1,10.9
OG40,2,,169.4,26.9
OG40,3,,46.5,16.3
OG40,4,,34.2,6.8
OG40,5,,94.3,23
OG40,6,,40.2,16.9
OG40,7,,75.2,10.6
OG40,8,,138.1,14.7
OG40,9,,38.1,13.8
OG40,10,,69.8,16.3
OG40,11,,49.2,20.1
OG40,12,,27.1,7.9
OG40,13,,284.7,38.4
OG40,14,,147.3,22.3
OG40,15,,79.1,16.7
OG40,16,,102.3,23.5
OG40,17,,51.6,18.6
OG40,18,,33.7,7.3
OG40,19,,26.6,8.7
OG40,20,,36.3,12.5
OG40,21,,26.1,8.7
OG40,22,,36.1,11.9
OG40,23,,25.2,5.8
OG40,24,,43.5,17.3
OG40,25,,32.2,8.5
OG40,26,,45,15.3
OG40,27,,27,6
OG40,28,,41.3,13.9
OG40,29,,30,12.7
OG40,30,,29.6,8.3
OG40,31,,36,10.4
OG40,32,,84.8,17.9
OG40,33,,30.5,9.7
OG40,34,,35.5,8.7
OG40,35,,25.5,9.4
OG40,36,,32,10.7
OG40,37,,89,25.8
OG40,38,,42.3,12.6
OG40,39,,29,9.7
OG40,40,,63.4,16.6
OG40,41,,37.4,15.4
OG40,42,,39.1,19.5
OG40,43,,48.5,22.1
OG40,44,,49.3,14.8
OG40,45,,478.4,38.9
OG40,46,,107.8,32.5
OG40,47,,39.6,12.4
OG40,48,,64.1,11.9
OG40,49,,81.7,20.3
OG40,50,,25.2,9.5
OG40,51,,37.1,12.1
OG40,52,,29.2,7.7
OG40,53,,28.2,7.9
OG40,54,,185.7,25.8
OG40,55,,72.3,17.9
OG40,56,,32.8,9.5
OG40,57,,34.7,8.4
OG40,58,,51,6.7
OG40,59,,37.1,10.1
OG40,60,,53.2,12.8
OG40,62,,58.1,6.4
OG40,63,,70.2,17.9
OG40,64,,148.9,38.4
OG40,65,,28.5,8.9
OG40,66,,31.5,9.8
OG40,67,,32.2,7.2
OG40,68,,70.8,13.4
OG40,69,,44.1,12.6
OG40,70,,310.9,39.2
