"Census","Plot","Treatment","Date","Morphotype","Total","Genus","plant_species","Source","DispersalSyndrome","DS_level","DS_source"
2,"CA63","CF","08/08/22","M48",1,"Dendropanax","Dendropanax_macrophyllum","blast.sebas.class","zoochory","genus","Figueroa-Esquivel"
2,"CA63","FD","08/08/22","M49",1,"Ficus","Ficus_pertusa","blast.sebas.class","zoochory","species","field_observation"
2,"CA64","C","08/08/22","M3",5,"Nectandra","Nectandra_paucinervia","blast.sebas.class","zoochory","genus","field_observation"
2,"CA64","C","08/08/22","M15",11,"Ficus","Ficus_tonduzii","blast.sebas.class","zoochory","genus","field_observation/fruit_morphology"
2,"CA64","CF","08/08/22","M3",1,"Nectandra","Nectandra_paucinervia","blast.sebas.class","zoochory","genus","field_observation"
2,"CA64","CF","08/08/22","M50",50,"Cecropia","Cecropia_insignis","blast.sebas.class","zoochory","species","field_observation"
2,"CA64","D","08/08/22","M15",22,"Ficus","Ficus_tonduzii","blast.sebas.class","zoochory","genus","field_observation/fruit_morphology"
2,"CA64","FD","08/08/22","M7",1,"Cordia","Cordia_dwyeri","blast.sebas.class","zoochory","species","Tesis Gustavo Delgado Martínez"
2,"CA64","FD","08/08/22","M15",3,"Ficus","Ficus_tonduzii","blast.sebas.class","zoochory","genus","field_observation/fruit_morphology"
2,"CA64","FD","08/08/22","M50",7,"Cecropia","Cecropia_insignis","blast.sebas.class","zoochory","species","field_observation"
2,"OG52","FD","08/08/22","M26",2,"Cecropia","Cecropia_garciae","blast.sebas.class","zoochory","species","field_observation"
2,"CR14","CF","09/08/22","M51",7,"Cecropia","Cecropia_utcubambana","vsearch.viri.class","zoochory","genus","field_observation/fruit morphology"
2,"CR14","CF","09/08/22","M52",5,"Trema","Trema_integerrima","blast.sebas.class","zoochory","genus","field_observation/fruit_morphology"
2,"CR14","D","09/08/22","M51",13,"Cecropia","Cecropia_utcubambana","vsearch.viri.class","zoochory","genus","field_observation/fruit morphology"
2,"CR14","FD","09/08/22","M51",10,"Cecropia","Cecropia_utcubambana","vsearch.viri.class","zoochory","genus","field_observation/fruit morphology"
2,"CR14","FD","09/08/22","M52",3,"Trema","Trema_integerrima","blast.sebas.class","zoochory","genus","field_observation/fruit_morphology"
2,"PR34","C","09/08/22","M3",9,"Nectandra","Nectandra_paucinervia","blast.sebas.class","zoochory","genus","field_observation"
2,"PR34","CF","09/08/22","M21",1,"Wettinia","Wettinia_quinaria","blast.sebas.class","zoochory","species","TRY"
2,"PR34","D","09/08/22","M48",7,"Dendropanax","Dendropanax_macrophyllum","blast.sebas.class","zoochory","genus","Figueroa-Esquivel"
2,"PR36","C","09/08/22","M3",1,"Nectandra","Nectandra_paucinervia","blast.sebas.class","zoochory","genus","field_observation"
2,"PR36","C","09/08/22","M4",2,"Piper","Piper_pequeina","blast.sebas.class","zoochory","species","field_observation"
2,"PR36","CF","09/08/22","M3",2,"Nectandra","Nectandra_paucinervia","blast.sebas.class","zoochory","genus","field_observation"
2,"PR36","CF","09/08/22","M4",1,"Piper","Piper_pequeina","blast.sebas.class","zoochory","species","field_observation"
2,"PR36","FD","09/08/22","M3",6,"Nectandra","Nectandra_paucinervia","blast.sebas.class","zoochory","genus","field_observation"
2,"OG42","C","15/08/22","M49",1,"Ficus","Ficus_pertusa","blast.sebas.class","zoochory","species","field_observation"
2,"OG42","CF","15/08/22","M3",7,"Nectandra","Nectandra_paucinervia","blast.sebas.class","zoochory","genus","field_observation"
2,"OG42","FD","15/08/22","M7",7,"Cordia","Cordia_dwyeri","blast.sebas.class","zoochory","species","Tesis Gustavo Delgado Martínez"
2,"OG42","FD","15/08/22","M39",1,"Ficus","Ficus_tonduzii","blast.sebas.class","zoochory","genus","field_observation/fruit_morphology"
2,"OG42","FD","15/08/22","M51",2,"Cecropia","Cecropia_utcubambana","vsearch.viri.class","zoochory","genus","field_observation/fruit morphology"
2,"PR19","CF","15/08/22","M61",4,"Cordia","Cordia_dwyeri","blast.sebas.class","zoochory","species","Tesis Gustavo Delgado Martínez"
2,"PR19","D","15/08/22","M1",6,"Piper","Piper_pequeina","blast.sebas.class","zoochory","species","field_observation"
2,"PR19","D","15/08/22","M3",5,"Nectandra","Nectandra_paucinervia","blast.sebas.class","zoochory","genus","field_observation"
2,"PR19","D","15/08/22","M7",1,"Cordia","Cordia_dwyeri","blast.sebas.class","zoochory","species","Tesis Gustavo Delgado Martínez"
2,"PR19","FD","15/08/22","M60",1,"","","vsearch.viri.class","","",""
2,"PR19","FD","15/08/22","M68",7,"Margaritaria","Margaritaria_nobilis","blast.sebas.class","zoochory","species","TRY"
2,"PR19","FD","15/08/22","M69",4,"","","vsearch.viri.class","","",""
2,"OG41","C","16/08/22","M48",2,"Dendropanax","Dendropanax_macrophyllum","blast.sebas.class","zoochory","genus","Figueroa-Esquivel"
2,"OG41","C","16/08/22","M68",2,"Margaritaria","Margaritaria_nobilis","blast.sebas.class","zoochory","species","TRY"
2,"OG41","CF","16/08/22","M48",1,"Dendropanax","Dendropanax_macrophyllum","blast.sebas.class","zoochory","genus","Figueroa-Esquivel"
2,"OG41","D","16/08/22","M48",13,"Dendropanax","Dendropanax_macrophyllum","blast.sebas.class","zoochory","genus","Figueroa-Esquivel"
3,"CR06","CF","19/08/22","M51",9,"Cecropia","Cecropia_utcubambana","vsearch.viri.class","zoochory","genus","field_observation/fruit morphology"
3,"CR06","D","19/08/22","M29",1,"Annona","Annona_papilionella","blast.sebas.class","zoochory","species","TRY"
3,"CR06","FD","19/08/22","M51",1,"Cecropia","Cecropia_utcubambana","vsearch.viri.class","zoochory","genus","field_observation/fruit morphology"
3,"PR23","D","19/08/22","M7",11,"Cordia","Cordia_dwyeri","blast.sebas.class","zoochory","species","Tesis Gustavo Delgado Martínez"
3,"PR23","D","19/08/22","M9",3,"Banara","Banara_guianensis","blast.sebas.class","zoochory","species","field_observation"
3,"PR23","D","19/08/22","M29",2,"Annona","Annona_papilionella","blast.sebas.class","zoochory","species","TRY"
3,"PR23","FD","19/08/22","M61",4,"Cordia","Cordia_dwyeri","blast.sebas.class","zoochory","species","Tesis Gustavo Delgado Martínez"
3,"PR26","C","19/08/22","M70",1,"Coussapoa","Coussapoa_villosa","blast.sebas.class","","",""
3,"PR26","CF","19/08/22","M1",40,"Piper","Piper_pequeina","blast.sebas.class","zoochory","species","field_observation"
3,"PR26","D","19/08/22","M1",50,"Piper","Piper_pequeina","blast.sebas.class","zoochory","species","field_observation"
3,"PR26","D","19/08/22","M29",1,"Annona","Annona_papilionella","blast.sebas.class","zoochory","species","TRY"
3,"PR26","FD","19/08/22","M25",1,"Piper","Piper_grande","blast.sebas.class","zoochory","genus","field_observation"
3,"PR26","FD","19/08/22","M25",1,"Piper","Piper_grande","blast.sebas.class","zoochory","species","field_observation"
3,"CR04","C","22/08/22","M21",1,"Wettinia","Wettinia_quinaria","blast.sebas.class","zoochory","species","TRY"
3,"CR04","D","22/08/22","M72",2,"Byrsonima","Byrsonima_putumayensis","blast.sebas.class","zoochory","genus","Pereira et al. 2022"
3,"CR04","FD","22/08/22","M3",1,"Nectandra","Nectandra_paucinervia","blast.sebas.class","zoochory","genus","field_observation"
3,"OG38","CF","22/08/22","M12",1,NA,NA,"vsearch.viri.class",NA,NA,NA
3,"OG38","D","22/08/22","M21",1,"Wettinia","Wettinia_quinaria","blast.sebas.class","zoochory","species","TRY"
3,"OG38","D","22/08/22","M27",1,"Nectandra","Nectandra_paucinervia","blast.sebas.class","zoochory","genus","field_observation"
3,"OG38","FD","22/08/22","M71",2,"Ocotea","Ocotea_insularis","blast.sebas.class","zoochory","species","TRY"
3,"OG39","C","22/08/22","M52",3,"Trema","Trema_integerrima","blast.sebas.class","zoochory","genus","field_observation/fruit_morphology"
3,"OG39","CF","22/08/22","M3",2,"Nectandra","Nectandra_paucinervia","blast.sebas.class","zoochory","genus","field_observation"
3,"OG39","D","22/08/22","M68",6,"Margaritaria","Margaritaria_nobilis","blast.sebas.class","zoochory","species","TRY"
3,"OG39","FD","22/08/22","M3",1,"Nectandra","Nectandra_paucinervia","blast.sebas.class","zoochory","genus","field_observation"
3,"PR21","CF","22/08/22","M11",2,"Hieronyma","Hieronyma_macrocarpa","blast.sebas.class","zoochory","genus","field_observation/fruit_morphology"
3,"PR21","CF","22/08/22","M73",1,"Compsoneura","Compsoneura_mutisii","blast.sebas.class","zoochory","genus","genus/fruit morphology"
3,"PR21","D","22/08/22","M51",7,"Cecropia","Cecropia_utcubambana","vsearch.viri.class","zoochory","genus","field_observation/fruit morphology"
3,"PR21","FD","22/08/22","M51",2,"Cecropia","Cecropia_utcubambana","vsearch.viri.class","zoochory","genus","field_observation/fruit morphology"
3,"CA62","FD","23/08/22","M32",13,"Dendropanax","Dendropanax_macrophyllum","blast.sebas.class","zoochory","genus","Figueroa-Esquivel"
3,"CR05","C","23/08/22","M43",12,"Banara","Banara_guianensis","blast.sebas.class","zoochory","species","field_observation"
3,"CR05","CF","23/08/22","M3",4,"Nectandra","Nectandra_paucinervia","blast.sebas.class","zoochory","genus","field_observation"
3,"CR05","CF","23/08/22","M7",1,"Cordia","Cordia_dwyeri","blast.sebas.class","zoochory","species","Tesis Gustavo Delgado Martínez"
3,"CR05","CF","23/08/22","M29",5,"Annona","Annona_papilionella","blast.sebas.class","zoochory","species","TRY"
3,"CR05","D","23/08/22","M3",5,"Nectandra","Nectandra_paucinervia","blast.sebas.class","zoochory","genus","field_observation"
3,"CR05","D","23/08/22","M29",8,"Annona","Annona_papilionella","blast.sebas.class","zoochory","species","TRY"
3,"CR05","D","23/08/22","M75",1,NA,NA,"vsearch.viri.class",NA,NA,NA
3,"CR05","FD","23/08/22","M3",10,"Nectandra","Nectandra_paucinervia","blast.sebas.class","zoochory","genus","field_observation"
3,"PA57","C","23/08/22","M15",8,"Ficus","Ficus_tonduzii","blast.sebas.class","zoochory","genus","field_observation/fruit_morphology"
3,"PA57","C","23/08/22","M29",3,"Annona","Annona_papilionella","blast.sebas.class","zoochory","species","TRY"
3,"PA57","C","23/08/22","M32",45,"Dendropanax","Dendropanax_macrophyllum","blast.sebas.class","zoochory","genus","Figueroa-Esquivel"
3,"PA57","D","23/08/22","M15",4,"Ficus","Ficus_tonduzii","blast.sebas.class","zoochory","genus","field_observation/fruit_morphology"
3,"PA57","FD","23/08/22","M29",1,"Annona","Annona_papilionella","blast.sebas.class","zoochory","species","TRY"
3,"PR22","C","23/08/22","M3",5,"Nectandra","Nectandra_paucinervia","blast.sebas.class","zoochory","genus","field_observation"
3,"PR22","C","23/08/22","M29",18,"Annona","Annona_papilionella","blast.sebas.class","zoochory","species","TRY"
3,"PR22","CF","23/08/22","M1",9,"Piper","Piper_pequeina","blast.sebas.class","zoochory","species","field_observation"
3,"PR22","CF","23/08/22","M3",8,"Nectandra","Nectandra_paucinervia","blast.sebas.class","zoochory","genus","field_observation"
3,"PR22","D","23/08/22","M3",11,"Nectandra","Nectandra_paucinervia","blast.sebas.class","zoochory","genus","field_observation"
3,"PR22","D","23/08/22","M7",1,"Cordia","Cordia_dwyeri","blast.sebas.class","zoochory","species","Tesis Gustavo Delgado Martínez"
3,"PR22","D","23/08/22","M26",1,"Cecropia","Cecropia_garciae","blast.sebas.class","zoochory","species","field_observation"
3,"PR22","D","23/08/22","M29",1,"Annona","Annona_papilionella","blast.sebas.class","zoochory","species","TRY"
3,"PR22","FD","23/08/22","M3",8,"Nectandra","Nectandra_paucinervia","blast.sebas.class","zoochory","genus","field_observation"
3,"PR22","FD","23/08/22","M26",7,"Cecropia","Cecropia_garciae","blast.sebas.class","zoochory","species","field_observation"
3,"PR22","FD","23/08/22","M29",1,"Annona","Annona_papilionella","blast.sebas.class","zoochory","species","TRY"
3,"CR10","C","25/08/22","M26",4,"Cecropia","Cecropia_garciae","blast.sebas.class","zoochory","species","field_observation"
3,"CR10","CF","25/08/22","M26",2,"Cecropia","Cecropia_garciae","blast.sebas.class","zoochory","species","field_observation"
3,"CR10","CF","25/08/22","M51",1,"Cecropia","Cecropia_utcubambana","vsearch.viri.class","zoochory","genus","field_observation/fruit morphology"
3,"CR10","D","25/08/22","M26",11,"Cecropia","Cecropia_garciae","blast.sebas.class","zoochory","species","field_observation"
3,"CR10","FD","25/08/22","M26",17,"Cecropia","Cecropia_garciae","blast.sebas.class","zoochory","species","field_observation"
3,"CR11","C","25/08/22","M37",31,"Pouteria","Pouteria_caimito","blast.sebas.class","zoochory","species","TRY"
3,"CR11","CF","25/08/22","M11",1,"Hieronyma","Hieronyma_macrocarpa","blast.sebas.class","zoochory","genus","field_observation/fruit_morphology"
3,"CR11","CF","25/08/22","M37",28,"Pouteria","Pouteria_caimito","blast.sebas.class","zoochory","species","TRY"
3,"CR11","CF","25/08/22","M55",1,"Inga","Inga_ruiziana","blast.sebas.class","zoochory","species","field_observation"
3,"CR11","D","25/08/22","M37",26,"Pouteria","Pouteria_caimito","blast.sebas.class","zoochory","species","TRY"
3,"CR11","FD","25/08/22","M37",13,"Pouteria","Pouteria_caimito","blast.sebas.class","zoochory","species","TRY"
3,"OG45","C","25/08/22","M11",1,"Hieronyma","Hieronyma_macrocarpa","blast.sebas.class","zoochory","genus","field_observation/fruit_morphology"
3,"OG45","C","25/08/22","M76",1,"Aegiphila","Aegiphila_alba","blast.sebas.class","zoochory","genus","Moura et al. 2011 "
3,"OG45","C","25/08/22","M76",1,"Aegiphila","Aegiphila_alba","blast.sebas.class","zoochory","genus","Moura et al. 2012"
3,"OG45","C","25/08/22","M76",1,"Aegiphila","Aegiphila_alba","blast.sebas.class","zoochory","genus","Moura et al. 2013"
3,"OG45","FD","25/08/22","M77",15,"Ficus","Ficus_pertusa","blast.sebas.class","zoochory","species","field_observation"
3,"OG46","C","25/08/22","M11",1,"Hieronyma","Hieronyma_macrocarpa","blast.sebas.class","zoochory","genus","field_observation/fruit_morphology"
3,"OG46","D","25/08/22","M7",1,"Cordia","Cordia_dwyeri","blast.sebas.class","zoochory","species","Tesis Gustavo Delgado Martínez"
3,"PR31","C","25/08/22","M37",14,"Pouteria","Pouteria_caimito","blast.sebas.class","zoochory","species","TRY"
3,"PR31","CF","25/08/22","M37",22,"Pouteria","Pouteria_caimito","blast.sebas.class","zoochory","species","TRY"
3,"PR31","D","25/08/22","M11",1,"Hieronyma","Hieronyma_macrocarpa","blast.sebas.class","zoochory","genus","field_observation/fruit_morphology"
3,"PR31","FD","25/08/22","M55",3,"Inga","Inga_ruiziana","blast.sebas.class","zoochory","species","field_observation"
3,"CR09","C","26/08/22","M3",3,"Nectandra","Nectandra_paucinervia","blast.sebas.class","zoochory","genus","field_observation"
3,"CR09","C","26/08/22","M79",7,"","","vsearch.viri.class","","",""
3,"CR09","CF","26/08/22","M3",20,"Nectandra","Nectandra_paucinervia","blast.sebas.class","zoochory","genus","field_observation"
3,"CR09","CF","26/08/22","M11",6,"Hieronyma","Hieronyma_macrocarpa","blast.sebas.class","zoochory","genus","field_observation/fruit_morphology"
3,"CR09","CF","26/08/22","M44",2,"Piper","Piper_grande","blast.sebas.class","zoochory","genus","field_observation"
3,"CR09","CF","26/08/22","M44",2,"Piper","Piper_grande","blast.sebas.class","zoochory","species","field_observation"
3,"CR09","D","26/08/22","M3",6,"Nectandra","Nectandra_paucinervia","blast.sebas.class","zoochory","genus","field_observation"
3,"CR09","D","26/08/22","M19",5,"Saurauia","Saurauia_herthae","blast.sebas.class","zoochory","genus","Pool 1998"
3,"CR09","D","26/08/22","M19",5,"Saurauia","Saurauia_herthae","blast.sebas.class","zoochory","genus","Pool 1999"
3,"CR09","D","26/08/22","M19",5,"Saurauia","Saurauia_herthae","blast.sebas.class","zoochory","genus","Pool 2000"
3,"CR09","FD","26/08/22","M1",48,"Piper","Piper_pequeina","blast.sebas.class","zoochory","species","field_observation"
3,"CR09","FD","26/08/22","M3",27,"Nectandra","Nectandra_paucinervia","blast.sebas.class","zoochory","genus","field_observation"
3,"CR09","FD","26/08/22","M59",15,"Cecropia","Cecropia_garciae","blast.sebas.class","zoochory","species","field_observation"
3,"CR09","FD","26/08/22","M74",2,"Aegiphila","Aegiphila_alba","blast.sebas.class","zoochory","genus","Moura et al. 2011 "
3,"CR09","FD","26/08/22","M74",2,"Aegiphila","Aegiphila_alba","blast.sebas.class","zoochory","genus","Moura et al. 2012"
3,"CR09","FD","26/08/22","M74",2,"Aegiphila","Aegiphila_alba","blast.sebas.class","zoochory","genus","Moura et al. 2013"
3,"CA63","C","29/08/22","M3",7,"Nectandra","Nectandra_paucinervia","blast.sebas.class","zoochory","genus","field_observation"
3,"CA63","C","29/08/22","M26",8,"Cecropia","Cecropia_garciae","blast.sebas.class","zoochory","species","field_observation"
3,"CA63","CF","29/08/22","M3",3,"Nectandra","Nectandra_paucinervia","blast.sebas.class","zoochory","genus","field_observation"
3,"CA63","CF","29/08/22","M15",1,"Ficus","Ficus_tonduzii","blast.sebas.class","zoochory","genus","field_observation/fruit_morphology"
3,"CA63","CF","29/08/22","M26",5,"Cecropia","Cecropia_garciae","blast.sebas.class","zoochory","species","field_observation"
3,"CA63","CF","29/08/22","M31",14,"Cordia","Cordia_dwyeri","blast.sebas.class","zoochory","species","Tesis Gustavo Delgado Martínez"
3,"CA63","D","29/08/22","M3",2,"Nectandra","Nectandra_paucinervia","blast.sebas.class","zoochory","genus","field_observation"
3,"CA63","D","29/08/22","M11",1,"Hieronyma","Hieronyma_macrocarpa","blast.sebas.class","zoochory","genus","field_observation/fruit_morphology"
3,"CA63","D","29/08/22","M26",12,"Cecropia","Cecropia_garciae","blast.sebas.class","zoochory","species","field_observation"
3,"CA63","D","29/08/22","M37",4,"Pouteria","Pouteria_caimito","blast.sebas.class","zoochory","species","TRY"
3,"CA63","FD","29/08/22","M3",3,"Nectandra","Nectandra_paucinervia","blast.sebas.class","zoochory","genus","field_observation"
3,"CA63","FD","29/08/22","M26",1,"Cecropia","Cecropia_garciae","blast.sebas.class","zoochory","species","field_observation"
3,"CA64","C","29/08/22","M15",19,"Ficus","Ficus_tonduzii","blast.sebas.class","zoochory","genus","field_observation/fruit_morphology"
3,"CA64","C","29/08/22","M26",1,"Cecropia","Cecropia_garciae","blast.sebas.class","zoochory","species","field_observation"
3,"CA64","CF","29/08/22","M3",4,"Nectandra","Nectandra_paucinervia","blast.sebas.class","zoochory","genus","field_observation"
3,"CA64","CF","29/08/22","M12",1,NA,NA,"vsearch.viri.class",NA,NA,NA
3,"CA64","CF","29/08/22","M15",15,"Ficus","Ficus_tonduzii","blast.sebas.class","zoochory","genus","field_observation/fruit_morphology"
3,"CA64","CF","29/08/22","M50",19,"Cecropia","Cecropia_insignis","blast.sebas.class","zoochory","species","field_observation"
3,"CA64","D","29/08/22","M3",24,"Nectandra","Nectandra_paucinervia","blast.sebas.class","zoochory","genus","field_observation"
3,"CA64","D","29/08/22","M11",1,"Hieronyma","Hieronyma_macrocarpa","blast.sebas.class","zoochory","genus","field_observation/fruit_morphology"
3,"CA64","D","29/08/22","M15",35,"Ficus","Ficus_tonduzii","blast.sebas.class","zoochory","genus","field_observation/fruit_morphology"
3,"CA64","D","29/08/22","M26",1,"Cecropia","Cecropia_garciae","blast.sebas.class","zoochory","species","field_observation"
3,"CA64","D","29/08/22","M50",7,"Cecropia","Cecropia_insignis","blast.sebas.class","zoochory","species","field_observation"
3,"CA64","D","29/08/22","M80",24,"Banara","Banara_guianensis","blast.sebas.class","zoochory","species","field_observation"
3,"CA64","FD","29/08/22","M3",2,"Nectandra","Nectandra_paucinervia","blast.sebas.class","zoochory","genus","field_observation"
3,"CA64","FD","29/08/22","M11",1,"Hieronyma","Hieronyma_macrocarpa","blast.sebas.class","zoochory","genus","field_observation/fruit_morphology"
3,"CA64","FD","29/08/22","M15",11,"Ficus","Ficus_tonduzii","blast.sebas.class","zoochory","genus","field_observation/fruit_morphology"
3,"CA64","FD","29/08/22","M39",2,"Ficus","Ficus_tonduzii","blast.sebas.class","zoochory","genus","field_observation/fruit_morphology"
3,"CA64","FD","29/08/22","M50",7,"Cecropia","Cecropia_insignis","blast.sebas.class","zoochory","species","field_observation"
3,"CA64","FD","29/08/22","M78",1,"Chrysophyllum","Chrysophyllum_venezuelanense","blast.sebas.class","zoochory","species","Brewer 2002"
3,"OG52","C","29/08/22","M56",1,"Cecropia","Cecropia_insignis","blast.sebas.class","zoochory","species","field_observation"
3,"OG52","D","29/08/22","M26",1,"Cecropia","Cecropia_garciae","blast.sebas.class","zoochory","species","field_observation"
3,"OG52","D","29/08/22","M55",1,"Inga","Inga_ruiziana","blast.sebas.class","zoochory","species","field_observation"
3,"OG52","FD","29/08/22","M56",4,"Cecropia","Cecropia_insignis","blast.sebas.class","zoochory","species","field_observation"
3,"OG52","FD","29/08/22","M70",7,"Coussapoa","Coussapoa_villosa","blast.sebas.class","","",""
3,"CR14","C","30/08/22","M37",2,"Pouteria","Pouteria_caimito","blast.sebas.class","zoochory","species","TRY"
3,"CR14","C","30/08/22","M59",1,"Cecropia","Cecropia_garciae","blast.sebas.class","zoochory","species","field_observation"
3,"CR14","CF","30/08/22","M51",3,"Cecropia","Cecropia_utcubambana","vsearch.viri.class","zoochory","genus","field_observation/fruit morphology"
3,"CR14","D","30/08/22","M51",16,"Cecropia","Cecropia_utcubambana","vsearch.viri.class","zoochory","genus","field_observation/fruit morphology"
3,"CR14","FD","30/08/22","M7",8,"Cordia","Cordia_dwyeri","blast.sebas.class","zoochory","species","Tesis Gustavo Delgado Martínez"
3,"CR14","FD","30/08/22","M51",14,"Cecropia","Cecropia_utcubambana","vsearch.viri.class","zoochory","genus","field_observation/fruit morphology"
3,"CR14","FD","30/08/22","M52",1,"Trema","Trema_integerrima","blast.sebas.class","zoochory","genus","field_observation/fruit_morphology"
3,"PR34","C","30/08/22","M3",7,"Nectandra","Nectandra_paucinervia","blast.sebas.class","zoochory","genus","field_observation"
3,"PR34","C","30/08/22","M24",6,"Vismia","Vismia_baccifera","blast.sebas.class","zoochory","species","field_observation"
3,"PR34","C","30/08/22","M59",3,"Cecropia","Cecropia_garciae","blast.sebas.class","zoochory","species","field_observation"
3,"PR34","CF","30/08/22","M36",9,"Piper","Piper_pequeina","blast.sebas.class","zoochory","species","field_observation"
3,"PR34","CF","30/08/22","M52",3,"Trema","Trema_integerrima","blast.sebas.class","zoochory","genus","field_observation/fruit_morphology"
3,"PR34","CF","30/08/22","M67",2,"Compsoneura","Compsoneura_mutisii","blast.sebas.class","zoochory","genus","genus/fruit morphology"
3,"PR34","D","30/08/22","M77",6,"Ficus","Ficus_pertusa","blast.sebas.class","zoochory","species","field_observation"
3,"PR34","FD","30/08/22","M29",1,"Annona","Annona_papilionella","blast.sebas.class","zoochory","species","TRY"
3,"PR36","C","30/08/22","M3",4,"Nectandra","Nectandra_paucinervia","blast.sebas.class","zoochory","genus","field_observation"
3,"PR36","C","30/08/22","M55",8,"Inga","Inga_ruiziana","blast.sebas.class","zoochory","species","field_observation"
3,"PR36","CF","30/08/22","M3",11,"Nectandra","Nectandra_paucinervia","blast.sebas.class","zoochory","genus","field_observation"
3,"PR36","CF","30/08/22","M15",2,"Ficus","Ficus_tonduzii","blast.sebas.class","zoochory","genus","field_observation/fruit_morphology"
3,"PR36","D","30/08/22","M3",10,"Nectandra","Nectandra_paucinervia","blast.sebas.class","zoochory","genus","field_observation"
3,"PR36","D","30/08/22","M21",1,"Wettinia","Wettinia_quinaria","blast.sebas.class","zoochory","species","TRY"
3,"PR36","D","30/08/22","M27",1,"Nectandra","Nectandra_paucinervia","blast.sebas.class","zoochory","genus","field_observation"
3,"PR36","FD","30/08/22","M3",10,"Nectandra","Nectandra_paucinervia","blast.sebas.class","zoochory","genus","field_observation"
3,"PR36","FD","30/08/22","M11",1,"Hieronyma","Hieronyma_macrocarpa","blast.sebas.class","zoochory","genus","field_observation/fruit_morphology"
3,"OG49","C","31/08/22","M7",4,"Cordia","Cordia_dwyeri","blast.sebas.class","zoochory","species","Tesis Gustavo Delgado Martínez"
3,"OG49","C","31/08/22","M11",1,"Hieronyma","Hieronyma_macrocarpa","blast.sebas.class","zoochory","genus","field_observation/fruit_morphology"
3,"OG49","C","31/08/22","M78",1,"Chrysophyllum","Chrysophyllum_venezuelanense","blast.sebas.class","zoochory","species","Brewer 2002"
3,"OG49","CF","31/08/22","M11",3,"Hieronyma","Hieronyma_macrocarpa","blast.sebas.class","zoochory","genus","field_observation/fruit_morphology"
3,"OG49","CF","31/08/22","M17",3,"Pouteria","Pouteria_caimito","blast.sebas.class","zoochory","species","TRY"
3,"OG49","D","31/08/22","M70",4,"Coussapoa","Coussapoa_villosa","blast.sebas.class","","",""
3,"OG49","FD","31/08/22","M7",3,"Cordia","Cordia_dwyeri","blast.sebas.class","zoochory","species","Tesis Gustavo Delgado Martínez"
3,"OG49","FD","31/08/22","M13",1,"Coussapoa","Coussapoa_contorta","blast.sebas.class","","",""
3,"OG49","FD","31/08/22","M68",3,"Margaritaria","Margaritaria_nobilis","blast.sebas.class","zoochory","species","TRY"
3,"OG42","CF","05/09/22","M3",5,"Nectandra","Nectandra_paucinervia","blast.sebas.class","zoochory","genus","field_observation"
3,"OG42","D","05/09/22","M3",1,"Nectandra","Nectandra_paucinervia","blast.sebas.class","zoochory","genus","field_observation"
3,"OG42","D","05/09/22","M7",20,"Cordia","Cordia_dwyeri","blast.sebas.class","zoochory","species","Tesis Gustavo Delgado Martínez"
3,"OG42","D","05/09/22","M11",1,"Hieronyma","Hieronyma_macrocarpa","blast.sebas.class","zoochory","genus","field_observation/fruit_morphology"
3,"OG42","FD","05/09/22","M3",3,"Nectandra","Nectandra_paucinervia","blast.sebas.class","zoochory","genus","field_observation"
3,"OG42","FD","05/09/22","M7",6,"Cordia","Cordia_dwyeri","blast.sebas.class","zoochory","species","Tesis Gustavo Delgado Martínez"
3,"OG42","FD","05/09/22","M11",1,"Hieronyma","Hieronyma_macrocarpa","blast.sebas.class","zoochory","genus","field_observation/fruit_morphology"
3,"PR19","D","05/09/22","M7",1,"Cordia","Cordia_dwyeri","blast.sebas.class","zoochory","species","Tesis Gustavo Delgado Martínez"
3,"PR19","D","05/09/22","M68",6,"Margaritaria","Margaritaria_nobilis","blast.sebas.class","zoochory","species","TRY"
3,"PR19","FD","05/09/22","M3",1,"Nectandra","Nectandra_paucinervia","blast.sebas.class","zoochory","genus","field_observation"
3,"PR19","FD","05/09/22","M13",4,"Coussapoa","Coussapoa_contorta","blast.sebas.class","","",""
3,"PR19","FD","05/09/22","M69",10,"","","vsearch.viri.class","","",""
3,"OG41","D","06/09/22","M70",8,"Coussapoa","Coussapoa_villosa","blast.sebas.class","","",""
3,"OG41","FD","06/09/22","M71",3,"Ocotea","Ocotea_insularis","blast.sebas.class","zoochory","species","TRY"
3,"PA54","C","06/09/22","M64",1,"Compsoneura","Compsoneura_mutisii","blast.sebas.class","zoochory","genus","genus/fruit morphology"
3,"CR02","C","07/09/22","M3",1,"Nectandra","Nectandra_paucinervia","blast.sebas.class","zoochory","genus","field_observation"
3,"CR02","CF","07/09/22","M3",1,"Nectandra","Nectandra_paucinervia","blast.sebas.class","zoochory","genus","field_observation"
3,"CR02","CF","07/09/22","M11",1,"Hieronyma","Hieronyma_macrocarpa","blast.sebas.class","zoochory","genus","field_observation/fruit_morphology"
3,"CR02","D","07/09/22","M3",2,"Nectandra","Nectandra_paucinervia","blast.sebas.class","zoochory","genus","field_observation"
3,"CR02","D","07/09/22","M31",10,"Cordia","Cordia_dwyeri","blast.sebas.class","zoochory","species","Tesis Gustavo Delgado Martínez"
3,"CR13","C","07/09/22","M15",1,"Ficus","Ficus_tonduzii","blast.sebas.class","zoochory","genus","field_observation/fruit_morphology"
3,"CR13","C","07/09/22","M68",1,"Margaritaria","Margaritaria_nobilis","blast.sebas.class","zoochory","species","TRY"
